"Year","Mo","Dy","Tsu","Eq","Name","Location","Country","Latitude","Longitude","Elevation..m.","Type","Eruption","VEI","Agent","Deaths","Death.Description","Missing","Missing.Description","Injuries","Injuries.Description","Damage...Mil.","Damage.Description","Houses.Destroyed","Houses.Destroyed.Description","Total.Deaths","Total.Death.Description","Total.Missing","Total.Missing.Description","Total.Injuries","Total.Injuries.Description","Total.Damage...Mil.","Total.Damage.Description","Total.Houses.Destroyed","Total.Houses.Destroyed.Description","Cumulative_Eruptions"
1786,NA,NA,NA,NA,"Dieng Volcanic Complex","Java","Indonesia",-7.2,109.879,2565,"Complex volcano","true",2,"A",38,1,NA,NA,NA,NA,NA,NA,NA,2,38,1,NA,NA,NA,NA,NA,NA,NA,2,132
1789,NA,NA,NA,NA,"Izu-Oshima","Izu Is-Japan","Japan",34.724,139.394,746,"Stratovolcano","true",2,"T",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,133
1790,11,NA,NA,NA,"Kilauea","Hawaiian Is","United States",19.421,-155.287,1222,"Shield volcano","true",4,"P",5405,4,NA,NA,NA,NA,NA,NA,NA,NA,5405,4,NA,NA,NA,NA,NA,NA,NA,NA,134
1792,5,21,568,1515,"Unzendake","Kyushu-Japan","Japan",32.761,130.299,1483,"Complex volcano","true",2,"W,A",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,15000,4,NA,NA,707,3,NA,4,6200,4,135
1794,6,15,NA,NA,"Vesuvius","Italy","Italy",40.821,14.426,1281,"Complex volcano","true",3,"M,L,T,G",400,3,NA,NA,NA,NA,NA,3,NA,NA,400,3,NA,NA,NA,NA,NA,3,NA,NA,136
1797,NA,NA,577,NA,"Aira","Kyushu-Japan","Japan",31.577,130.659,1117,"Stratovolcano","true",2,"T,W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,137
1800,10,8,NA,NA,"Guntur","Java","Indonesia",-7.143,107.841,2251,"Complex volcano","true",NA,"M",NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,138
1800,10,30,NA,NA,"Mayon","Luzon-Philippines","Philippines",13.257,123.685,2462,"Stratovolcano","true",2,"",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,139
1800,NA,NA,NA,NA,"Kyejo","Africa-E","Tanzania",-9.229,33.792,2176,"Stratovolcano","true",2,"L",NA,3,NA,NA,NA,NA,NA,3,NA,NA,NA,3,NA,NA,NA,NA,NA,3,NA,NA,140
1800,NA,NA,NA,NA,"St. Helens","US-Washington","United States",46.2,-122.18,2549,"Stratovolcano","true",5,"I",NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,141
1800,NA,NA,NA,NA,"Hualalai","Hawaiian Is","United States",19.692,-155.87,2523,"Shield volcano","true",0,"L",2,1,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,142
1801,8,14,NA,NA,"Chokaisan","Honshu-Japan","Japan",39.099,140.049,2236,"Stratovolcano","true",2,"T",8,1,NA,NA,NA,NA,NA,NA,NA,NA,8,1,NA,NA,NA,NA,NA,NA,NA,NA,143
1803,7,4,NA,NA,"Asamayama","Honshu-Japan","Japan",36.406,138.523,2568,"Complex volcano","true",2,"",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,144
1803,11,7,NA,NA,"Asamayama","Honshu-Japan","Japan",36.406,138.523,2568,"Complex volcano","true",2,"T",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,145
1804,NA,NA,NA,NA,"Shikotsu","Hokkaido-Japan","Japan",42.688,141.38,1320,"Caldera","true",3,"",NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,146
1805,8,11,NA,NA,"Vesuvius","Italy","Italy",40.821,14.426,1281,"Complex volcano","true",2,"",4,1,NA,NA,NA,NA,NA,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA,NA,147
1808,5,1,NA,NA,"Sao Jorge","Azores","Portugal",38.65,-28.08,1053,"Fissure vent","true",1,"L",9,1,NA,NA,NA,NA,NA,NA,NA,NA,9,1,NA,NA,NA,NA,NA,NA,NA,NA,148
1812,4,27,NA,NA,"Soufriere St. Vincent","W Indies","St. Vincent & the Grenadines",13.33,-61.18,1220,"Stratovolcano","true",4,"T, m",56,2,NA,NA,NA,NA,NA,1,NA,1,56,2,NA,NA,NA,NA,NA,1,NA,1,149
1812,8,6,NA,NA,"Awu","Sangihe Is-Indonesia","Indonesia",3.689,125.447,1318,"Stratovolcano","true",3,"P,M",953,3,NA,NA,NA,NA,NA,NA,NA,NA,953,3,NA,NA,NA,NA,NA,NA,NA,NA,150
1813,5,NA,3221,NA,"Vesuvius","Italy","Italy",40.821,14.426,1281,"Complex volcano","true",2,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151
1814,2,1,NA,NA,"Mayon","Luzon-Philippines","Philippines",13.257,123.685,2462,"Stratovolcano","true",4,"P,M,E",1200,4,NA,NA,NA,NA,NA,3,NA,3,1200,4,NA,NA,NA,NA,NA,3,NA,3,152
1815,4,10,613,NA,"Tambora","Lesser Sunda Is","Indonesia",-8.25,118,2850,"Stratovolcano","true",7,"P,W,A,I",11000,4,NA,NA,NA,4,NA,4,NA,4,60000,4,NA,NA,NA,4,NA,4,NA,4,153
1816,7,5,NA,NA,"Asosan","Kyushu-Japan","Japan",32.885,131.085,1592,"Caldera","true",2,"T",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,154
1817,1,24,NA,NA,"Ijen","Java","Indonesia",-8.058,114.242,2769,"Stratovolcano","true",2,"M",NA,2,NA,NA,NA,NA,NA,NA,90,2,NA,2,NA,NA,NA,NA,NA,NA,90,2,155
1817,NA,NA,NA,NA,"Raung","Java","Indonesia",-8.119,114.056,3260,"Stratovolcano","true",4,"",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,156
1818,2,5,NA,NA,"Colima","Mexico","Mexico",19.514,-103.62,3850,"Stratovolcano","true",4,"",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,157
1819,NA,NA,623,NA,"Asuncion","Mariana Is-C Pacific","United States",19.671,145.406,857,"Stratovolcano","true",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,158
1820,3,1,631,6650,"Westdahl","Aleutian Is","United States",54.516,-164.65,1563,"Stratovolcano","true",2,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,159
1820,6,11,NA,NA,"Banda Api","Banda Sea","Pacific Ocean",-4.523,129.881,596,"Caldera","true",2,"",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,160
1822,3,9,NA,NA,"Toya","Hokkaido-Japan","Japan",42.544,140.839,733,"Stratovolcano","true",4,"P",50,1,NA,NA,53,2,NA,NA,NA,2,50,1,NA,NA,53,2,NA,NA,NA,2,161
1822,10,8,NA,NA,"Galunggung","Java","Indonesia",-7.25,108.058,2168,"Stratovolcano","true",5,"P,M",4011,4,NA,NA,NA,NA,NA,3,NA,3,4011,4,NA,NA,NA,NA,NA,3,NA,3,162
1822,12,27,NA,NA,"Merapi","Java","Indonesia",-7.54,110.446,2910,"Stratovolcano","true",3,"",100,2,NA,NA,NA,2,NA,3,NA,3,100,2,NA,NA,NA,2,NA,3,NA,3,163
1823,2,NA,NA,NA,"Kilauea","Hawaiian Is","United States",19.421,-155.287,1222,"Shield volcano","true",0,"L",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,164
1825,3,21,654,NA,"Shishaldin","Aleutian Is","United States",54.756,-163.97,2857,"Stratovolcano","true",3,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,165
1825,NA,NA,NA,NA,"Balbi","Bougainville-SW Paci","Papua New Guinea",-5.916,155.001,2715,"Stratovolcano","true",NA,"P",NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,166
1826,10,11,NA,NA,"Dieng Volcanic Complex","Java","Indonesia",-7.2,109.879,2565,"Complex volcano","true",2,"",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,167
1826,10,13,NA,NA,"Kelud","Java","Indonesia",-7.935,112.314,1730,"Stratovolcano","true",4,"M",NA,1,NA,NA,65,2,NA,3,NA,3,NA,1,NA,NA,65,2,NA,3,NA,3,168
1826,10,NA,NA,NA,"Asosan","Kyushu-Japan","Japan",32.885,131.085,1592,"Caldera","true",2,"T",NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,169
1827,6,27,663,6651,"Avachinsky","Kamchatka","Russia",53.256,158.836,2717,"Stratovolcano","true",2,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,170
1827,8,9,NA,NA,"Avachinsky","Kamchatka","Russia",53.256,158.836,2717,"Stratovolcano","true",2,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,171
1829,NA,NA,NA,NA,"Guntur","Java","Indonesia",-7.143,107.841,2251,"Complex volcano","true",2,"",NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,172
1832,11,1,NA,NA,"Etna","Italy","Italy",37.748,14.999,3357,"Stratovolcano","true",2,"L",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,173
1832,12,25,NA,NA,"Merapi","Java","Indonesia",-7.54,110.446,2910,"Stratovolcano","true",2,"",32,1,NA,NA,NA,NA,NA,NA,NA,2,32,1,NA,NA,NA,NA,NA,NA,NA,2,174
1833,11,24,NA,NA,"Kaba","Sumatra","Indonesia",-3.522,102.615,1940,"Stratovolcano","true",2,"M",126,3,NA,NA,NA,NA,NA,NA,NA,NA,126,3,NA,NA,NA,NA,NA,NA,NA,NA,175
1835,1,20,NA,NA,"Cosiguina","Nicaragua","Nicaragua",12.98,-87.57,872,"Stratovolcano","true",5,"G,I",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,176
1835,11,1,NA,1787,"Banda Api","Banda Sea","Pacific Ocean",-4.523,129.881,596,"Caldera","true",NA,"",NA,3,NA,NA,NA,NA,NA,2,NA,2,NA,3,NA,NA,NA,NA,NA,2,NA,2,177
1837,9,NA,706,6050,"Peuet Sague","Sumatra","Indonesia",4.903,96.289,2785,"Complex volcano","true",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,178
1838,2,26,NA,NA,"Gamalama","Halmahera-Indonesia","Indonesia",0.81,127.332,1714,"Stratovolcano","true",2,"T",4,1,NA,NA,NA,NA,NA,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA,NA,179
1839,2,12,711,NA,"Unnamed","Chile-Is","Chile",-33.62,-76.83,-642,"Submarine volcano","true",2,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180
1840,2,2,718,NA,"Gamalama","Halmahera-Indonesia","Indonesia",0.81,127.332,1714,"Stratovolcano","true",3,"",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,500,3,181
1840,5,30,714,NA,"Kilauea","Hawaiian Is","United States",19.421,-155.287,1222,"Shield volcano","true",0,"",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,182
1840,7,2,NA,NA,"Ararat","Turkey","Turkey",39.7,44.3,5165,"Stratovolcano","true",3,"P",1900,4,NA,NA,NA,NA,NA,NA,NA,NA,1900,4,NA,NA,NA,NA,NA,NA,NA,NA,183
1840,NA,NA,NA,NA,"Savo","Solomon Is-SW Pacifi","Solomon Is.",-9.13,159.82,485,"Stratovolcano","true",3,"P",100,3,NA,NA,NA,NA,NA,NA,NA,NA,100,3,NA,NA,NA,NA,NA,NA,NA,NA,184
1840,NA,NA,NA,NA,"Tinakula","Santa Cruz Is-SW Pac","Solomon Is.",-10.386,165.804,796,"Stratovolcano","true",3,"P",NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,185
1841,4,NA,NA,NA,"Kuchinoerabujima","Ryukyu Is","Japan",30.443,130.217,657,"Stratovolcano","true",2,"T",NA,NA,NA,NA,NA,NA,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,2,NA,2,186
1843,2,8,730,NA,"Liamuiga","W Indies","St. Kitts & Nevis",17.37,-62.8,1156,"Stratovolcano","true",0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,187
1843,2,17,731,NA,"Soufriere Guadeloupe","W Indies","Guadeloupe",16.044,-61.664,1467,"Stratovolcano","true",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,188
1843,8,NA,NA,NA,"Lamongan","Java","Indonesia",-7.981,113.341,1641,"Stratovolcano","true",2,"",4,1,NA,NA,NA,NA,NA,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA,NA,189
1843,11,25,NA,NA,"Etna","Italy","Italy",37.748,14.999,3357,"Stratovolcano","true",2,"L",59,2,NA,NA,NA,2,NA,NA,NA,NA,59,2,NA,NA,NA,2,NA,NA,NA,NA,190
1845,2,8,741,1865,"Soputan","Sulawesi-Indonesia","Indonesia",1.112,124.737,1785,"Stratovolcano","true",2,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,118,3,NA,NA,NA,NA,NA,2,NA,3,191
1845,2,19,NA,1867,"Ruiz, Nevado del","Colombia","Colombia",4.892,-75.324,5279,"Stratovolcano","true",3,"M",1000,3,NA,NA,NA,NA,NA,NA,NA,NA,1000,3,NA,NA,NA,NA,NA,NA,NA,NA,192
1845,9,2,NA,NA,"Hekla","Iceland-S","Iceland",63.983,-19.666,1490,"Stratovolcano","true",4,"",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,193
1846,5,27,NA,NA,"Tangkuban Parahu","Java","Indonesia",-6.77,107.6,2084,"Stratovolcano","true",2,"",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,194
1846,11,18,NA,NA,"Esan","Hokkaido-Japan","Japan",41.805,141.166,618,"Stratovolcano","true",1,"M",NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,195
1847,4,9,NA,NA,"Fogo","Cape Verde Is","Cape Verde",14.95,-24.35,2829,"Stratovolcano","true",2,"S",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,196
1847,12,4,NA,NA,"Dieng Volcanic Complex","Java","Indonesia",-7.2,109.879,2565,"Complex volcano","true",2,"",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,197
1848,5,16,NA,NA,"Kelud","Java","Indonesia",-7.935,112.314,1730,"Stratovolcano","true",3,"M",22,1,NA,NA,NA,NA,NA,NA,800,3,22,1,NA,NA,NA,NA,NA,NA,800,3,198
1850,NA,NA,NA,NA,"Rabaul","New Britain-SW Pac","Papua New Guinea",-4.246,152.194,688,"Pyroclastic shield","true",2,"T",NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,199
1853,6,24,NA,NA,"Niuafo'ou","Tonga-SW Pacific","Tonga",-15.6,-175.63,260,"Shield volcano","true",0,"L",25,1,NA,NA,NA,NA,NA,NA,NA,NA,25,1,NA,NA,NA,NA,NA,NA,NA,NA,200
1853,7,13,NA,NA,"Mayon","Luzon-Philippines","Philippines",13.257,123.685,2462,"Stratovolcano","true",3,"P",34,1,NA,NA,NA,NA,NA,NA,NA,1,34,1,NA,NA,NA,NA,NA,NA,NA,1,201
1853,10,29,809,NA,"Unnamed","Taiwan-E of","Taiwan",24,121.83,0,"Submarine volcano","true",2,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,202
1854,2,18,NA,NA,"Sheveluch","Kamchatka","Russia",56.653,161.36,3283,"Stratovolcano","true",5,"",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,203
1854,2,NA,NA,NA,"Asosan","Kyushu-Japan","Japan",32.885,131.085,1592,"Caldera","true",2,"",3,1,NA,NA,NA,NA,NA,NA,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,204
1854,6,27,821,NA,"Alaid","Kuril Is","Russia",50.861,155.565,2285,"Stratovolcano","true",3,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,205
1856,3,2,859,1995,"Awu","Sangihe Is-Indonesia","Indonesia",3.689,125.447,1318,"Stratovolcano","true",3,"P",2806,4,NA,NA,NA,2,NA,3,NA,3,2806,4,NA,NA,NA,2,NA,3,NA,3,206
1856,7,26,862,NA,"Shishaldin","Aleutian Is","United States",54.756,-163.97,2857,"Stratovolcano","true",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,207
1856,9,25,NA,NA,"Hokkaido-Komagatake","Hokkaido-Japan","Japan",42.063,140.677,1131,"Stratovolcano","true",4,"P,T",25,1,NA,NA,NA,NA,NA,NA,NA,3,25,1,NA,NA,NA,NA,NA,NA,NA,3,208
1858,1,NA,NA,NA,"Mayon","Luzon-Philippines","Philippines",13.257,123.685,2462,"Stratovolcano","true",2,"P",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,209
1860,4,NA,NA,NA,"Semeru","Java","Indonesia",-8.108,112.922,3657,"Stratovolcano","true",2,"",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,210
1860,8,18,NA,NA,"Fuego","Guatemala","Guatemala",14.473,-90.88,3763,"Stratovolcano","true",2,"",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,211
1861,5,7,NA,2049,"Dubbi","Africa-NE","Eritrea",13.579,41.809,1625,"Stratovolcano","true",3,"P",106,3,NA,NA,NA,NA,NA,3,NA,3,106,3,NA,NA,NA,NA,NA,3,NA,3,212
1861,5,NA,NA,NA,"Grimsvotn","Iceland-NE","Iceland",64.416,-17.316,1719,"Caldera","true",2,"",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,213
1861,12,29,NA,NA,"Kie Besi","Halmahera-Indonesia","Indonesia",0.32,127.4,1357,"Stratovolcano","true",4,"P,I",326,3,NA,NA,47,1,NA,NA,NA,3,326,3,NA,NA,47,1,NA,NA,NA,3,214
1863,8,17,929,6150,"Yasur","Vanuatu-SW Pacific","Vanuatu",-19.532,169.447,361,"Stratovolcano","true",NA,"",NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,215
1864,1,4,NA,NA,"Kelud","Java","Indonesia",-7.935,112.314,1730,"Stratovolcano","true",2,"M",54,2,NA,NA,NA,NA,NA,NA,NA,3,54,2,NA,NA,NA,NA,NA,NA,NA,3,216
1866,2,20,NA,NA,"Santorini","Greece","Greece",36.404,25.396,367,"Shield volcano","true",2,"T",1,1,NA,NA,NA,1,NA,NA,NA,NA,1,1,NA,NA,NA,1,NA,NA,NA,NA,217
1866,9,12,958,NA,"Ofu-Olosega","Samoa-SW Pacific","United States",-14.175,-169.618,639,"Shield volcano","true",2,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,218
1867,10,21,NA,NA,"Zaozan [Zaosan]","Honshu-Japan","Japan",38.144,140.44,1841,"Complex volcano","true",2,"M",3,1,NA,NA,NA,NA,NA,NA,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,219
1868,4,3,971,2125,"Mauna Loa","Hawaiian Is","United States",19.475,-155.608,4170,"Shield volcano","true",2,"W,M",NA,NA,NA,NA,NA,NA,NA,1,37,1,77,2,NA,NA,NA,NA,NA,2,NA,3,220
1868,9,5,3451,7967,"Etna","Italy","Italy",37.748,14.999,3357,"Stratovolcano","true",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,221
1869,7,7,NA,NA,"Lewotobi","Lesser Sunda Is","Indonesia",-8.542,122.775,1703,"Stratovolcano","true",2,"",2,1,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,222
1869,8,NA,NA,NA,"Lamongan","Java","Indonesia",-7.981,113.341,1641,"Stratovolcano","true",2,"T,A",8,1,NA,NA,NA,NA,NA,NA,NA,NA,8,1,NA,NA,NA,NA,NA,NA,NA,NA,223
1870,8,NA,NA,NA,"Ruang","Sangihe Is-Indonesia","Indonesia",2.3,125.37,725,"Stratovolcano","true",2,"",NA,1,NA,NA,NA,NA,NA,NA,40,1,NA,1,NA,NA,NA,NA,NA,NA,40,1,224
1870,NA,NA,NA,NA,"Iliwerung","Lesser Sunda Is","Indonesia",-8.532,123.573,583,"Complex volcano","true",3,"",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,225
1870,NA,NA,NA,NA,"Ambae","Vanuatu-SW Pacific","Vanuatu",-15.389,167.835,1496,"Shield volcano","true",2,"M",100,3,NA,NA,NA,NA,NA,3,NA,3,100,3,NA,NA,NA,NA,NA,3,NA,3,226
1871,3,3,1022,NA,"Ruang","Sangihe Is-Indonesia","Indonesia",2.3,125.37,725,"Stratovolcano","true",2,"W",NA,NA,NA,NA,NA,NA,NA,1,NA,1,400,3,NA,NA,NA,NA,NA,2,75,2,227
1871,4,30,1020,2179,"Camiguin","Mindanao-Philippines","Philippines",9.203,124.673,1552,"Stratovolcano","true",2,"",NA,1,NA,NA,NA,NA,NA,3,NA,3,NA,1,NA,NA,NA,NA,NA,3,NA,3,228
1871,8,7,NA,NA,"Gamalama","Halmahera-Indonesia","Indonesia",0.81,127.332,1714,"Stratovolcano","true",2,"T",1,1,NA,NA,1,1,NA,NA,NA,NA,1,1,NA,NA,1,1,NA,NA,NA,NA,229
1871,12,8,NA,NA,"Mayon","Luzon-Philippines","Philippines",13.257,123.685,2462,"Stratovolcano","true",3,"P",3,1,NA,NA,NA,NA,NA,NA,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,230
1872,4,15,NA,NA,"Merapi","Java","Indonesia",-7.54,110.446,2910,"Stratovolcano","true",4,"T",30,1,NA,NA,NA,1,NA,NA,50,1,30,1,NA,NA,NA,1,NA,NA,50,1,231
1872,4,17,NA,NA,"Merapi","Java","Indonesia",-7.54,110.446,2910,"Stratovolcano","true",4,"P",170,3,NA,NA,NA,NA,NA,NA,NA,2,170,3,NA,NA,NA,NA,NA,NA,NA,2,232
1872,4,24,NA,NA,"Vesuvius","Italy","Italy",40.821,14.426,1281,"Complex volcano","true",3,"L,G",9,1,NA,NA,11,1,NA,NA,NA,NA,9,1,NA,NA,11,1,NA,NA,NA,NA,233
1872,11,3,NA,NA,"Merapi","Java","Indonesia",-7.54,110.446,2910,"Stratovolcano","true",4,"P,T",200,3,NA,NA,NA,NA,NA,3,NA,3,200,3,NA,NA,NA,NA,NA,3,NA,3,234
1872,12,NA,NA,NA,"Asosan","Kyushu-Japan","Japan",32.885,131.085,1592,"Caldera","true",3,"T",4,1,NA,NA,NA,NA,NA,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA,NA,235
1872,NA,NA,NA,NA,"Sinarka","Kuril Is","Russia",48.873,154.182,911,"Stratovolcano","true",4,"P",NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,236
1873,1,16,NA,NA,"Ragang","Mindanao-Philippines","Philippines",7.691,124.507,2790,"Stratovolcano","true",2,"",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,237
1873,NA,NA,NA,NA,"Vesuvius","Italy","Italy",40.821,14.426,1281,"Complex volcano","true",NA,"G,T",9,1,NA,NA,NA,NA,NA,NA,NA,NA,9,1,NA,NA,NA,NA,NA,NA,NA,NA,238
1874,7,3,NA,NA,"Miyakejima","Izu Is-Japan","Japan",34.094,139.526,775,"Stratovolcano","true",3,"T",1,1,NA,NA,NA,NA,NA,NA,45,1,1,1,NA,NA,NA,NA,NA,NA,45,1,239
1874,7,19,NA,NA,"Taal","Luzon-Philippines","Philippines",14.011,120.998,311,"Stratovolcano","true",2,"",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,240
1875,3,29,NA,NA,"Askja","Iceland-NE","Iceland",65.033,-16.783,1080,"Stratovolcano","true",5,"",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,241
1875,NA,NA,NA,NA,"Mayon","Luzon-Philippines","Philippines",13.257,123.685,2462,"Stratovolcano","true",NA,"m",1500,4,NA,NA,NA,NA,NA,NA,NA,NA,1500,4,NA,NA,NA,NA,NA,NA,NA,NA,242
1877,2,14,1068,10023,"Mauna Loa","Hawaiian Is","United States",19.475,-155.608,4170,"Shield volcano","true",0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,243
1877,6,25,NA,NA,"Cotopaxi","Ecuador","Ecuador",-0.677,-78.436,5911,"Stratovolcano","true",4,"M",340,3,NA,NA,NA,NA,NA,NA,NA,NA,340,3,NA,NA,NA,NA,NA,NA,NA,NA,244
1878,1,10,1086,NA,"Yasur","Vanuatu-SW Pacific","Vanuatu",-19.532,169.447,361,"Stratovolcano","true",3,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,245
1878,2,4,1095,6195,"Rabaul","New Britain-SW Pac","Papua New Guinea",-4.246,152.194,688,"Pyroclastic shield","true",3,"T",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,246
