"Year","Mo","Dy","Tsu","Eq","Name","Location","Country","Latitude","Longitude","Elevation..m.","Type","Eruption","VEI","Agent","Deaths","Death.Description","Missing","Missing.Description","Injuries","Injuries.Description","Damage...Mil.","Damage.Description","Houses.Destroyed","Houses.Destroyed.Description","Total.Deaths","Total.Death.Description","Total.Missing","Total.Missing.Description","Total.Injuries","Total.Injuries.Description","Total.Damage...Mil.","Total.Damage.Description","Total.Houses.Destroyed","Total.Houses.Destroyed.Description","Cumulative_Eruptions"
1971,9,14,NA,NA,"Fuego","Guatemala","Guatemala",14.473,-90.88,3763,"Stratovolcano","true",3,"M,T",10,1,NA,NA,NA,NA,NA,NA,NA,NA,10,1,NA,NA,NA,NA,NA,NA,NA,NA,477
1971,10,28,NA,NA,"La Palma","Canary Is","Spain",28.57,-17.83,2426,"Stratovolcano","true",2,"",NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,478
1971,10,29,NA,NA,"Villarrica","Chile-C","Chile",-39.42,-71.93,2847,"Stratovolcano","true",2,"M",15,1,NA,NA,NA,NA,NA,NA,NA,NA,15,1,NA,NA,NA,NA,NA,NA,NA,NA,479
1972,8,NA,NA,NA,"Fournaise, Piton de la","Indian O-W","Reunion",-21.244,55.708,2632,"Shield volcano","true",2,"I",3,1,NA,NA,NA,NA,NA,NA,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,480
1972,10,9,2054,NA,"Ritter Island","New Guinea-NE of","Papua New Guinea",-5.519,148.115,75,"Stratovolcano","true",1,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,481
1973,1,27,NA,NA,"Vestmannaeyjar","Iceland-S","Iceland",63.416,-20.266,283,"Submarine volcano","true",3,"G",1,1,NA,NA,NA,NA,NA,NA,300,3,1,1,NA,NA,NA,NA,NA,NA,300,3,482
1973,1,NA,NA,NA,"Paluweh","Lesser Sunda Is","Indonesia",-8.32,121.708,875,"Stratovolcano","true",3,"",NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,483
1973,4,5,NA,NA,"Hudson, Cerro","Chile-S","Chile",-45.9,-72.97,1905,"Stratovolcano","true",NA,"M",2,1,NA,NA,NA,NA,NA,1,NA,1,2,1,NA,NA,NA,NA,NA,1,NA,1,484
1973,12,NA,5761,NA,"Iliwerung","Lesser Sunda Is","Indonesia",-8.532,123.573,583,"Complex volcano","true",2,"W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,485
1974,2,11,NA,NA,"Karangetang","Sangihe Is-Indonesia","Indonesia",2.781,125.407,1797,"Stratovolcano","true",3,"A",4,1,NA,NA,NA,NA,NA,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA,NA,486
1974,6,17,NA,NA,"Aira","Kyushu-Japan","Japan",31.577,130.659,1117,"Stratovolcano","true",3,"M",3,1,NA,NA,NA,NA,NA,NA,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,487
1974,7,28,NA,NA,"Niigata-Yakeyama","Honshu-Japan","Japan",36.921,138.036,2400,"Lava dome","true",2,"T",3,1,NA,NA,NA,NA,NA,NA,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,488
1974,8,9,NA,NA,"Aira","Kyushu-Japan","Japan",31.577,130.659,1117,"Stratovolcano","true",3,"M",5,1,NA,NA,NA,NA,NA,NA,NA,NA,5,1,NA,NA,NA,NA,NA,NA,NA,NA,489
1974,10,10,NA,NA,"Fuego","Guatemala","Guatemala",14.473,-90.88,3763,"Stratovolcano","true",4,"T,M",NA,1,NA,NA,NA,NA,NA,2,NA,3,NA,1,NA,NA,NA,NA,NA,2,NA,3,490
1974,10,17,2069,NA,"Ritter Island","New Guinea-NE of","Papua New Guinea",-5.519,148.115,75,"Stratovolcano","true",1,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,491
1974,10,22,NA,NA,"Merapi","Java","Indonesia",-7.54,110.446,2910,"Stratovolcano","true",2,"M",9,1,NA,NA,NA,NA,NA,NA,6,1,9,1,NA,NA,NA,NA,NA,NA,6,1,492
1975,1,NA,NA,NA,"Marapi","Sumatra","Indonesia",-0.38,100.474,2885,"Complex volcano","true",2,"M",80,2,NA,NA,NA,NA,NA,3,NA,3,80,2,NA,NA,NA,NA,NA,3,NA,3,493
1975,6,17,NA,NA,"Arenal","Costa Rica","Costa Rica",10.463,-84.703,1670,"Stratovolcano","true",3,"",2,1,NA,NA,NA,1,NA,NA,NA,NA,2,1,NA,NA,NA,1,NA,NA,NA,NA,494
1975,11,29,2080,4704,"Kilauea","Hawaiian Is","United States",19.421,-155.287,1222,"Shield volcano","true",0,"W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,1,4,2,NA,NA,495
1976,8,12,NA,NA,"Sangay","Ecuador","Ecuador",-2.005,-78.341,5286,"Stratovolcano","true",3,"T",2,1,NA,NA,4,1,NA,NA,NA,NA,2,1,NA,NA,4,1,NA,NA,NA,NA,496
1976,8,31,NA,NA,"Semeru","Java","Indonesia",-8.108,112.922,3657,"Stratovolcano","true",2,"M",119,3,NA,NA,NA,NA,NA,NA,NA,NA,119,3,NA,NA,NA,NA,NA,NA,NA,NA,497
1976,9,15,NA,NA,"Karangetang","Sangihe Is-Indonesia","Indonesia",2.781,125.407,1797,"Stratovolcano","true",2,"P,L",1,1,NA,NA,1,1,NA,NA,24,1,1,1,NA,NA,1,1,NA,NA,24,1,498
1976,11,25,NA,NA,"Merapi","Java","Indonesia",-7.54,110.446,2910,"Stratovolcano","true",2,"M",29,1,NA,NA,NA,NA,NA,NA,306,3,29,1,NA,NA,NA,NA,NA,NA,306,3,499
1977,1,10,NA,NA,"Nyiragongo","Africa-C","Congo, DRC",-1.52,29.25,3470,"Stratovolcano","true",1,"L",NA,2,NA,NA,NA,NA,NA,3,NA,NA,NA,2,NA,NA,NA,NA,NA,3,NA,NA,500
1977,4,5,NA,NA,"Karthala","Indian O-W","Comoros",-11.75,43.38,2361,"Shield volcano","true",1,"L",1,1,NA,NA,NA,NA,NA,1,293,3,1,1,NA,NA,NA,NA,NA,1,293,3,501
1977,4,27,NA,NA,"Krafla","Iceland-NE","Iceland",65.715,-16.728,800,"Caldera","true",1,"",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,502
1977,8,2,NA,NA,"Klyuchevskoy","Kamchatka","Russia",56.056,160.642,4754,"Stratovolcano","true",3,"T",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,503
1977,8,7,NA,NA,"Toya","Hokkaido-Japan","Japan",42.544,140.839,733,"Stratovolcano","true",3,"I",3,1,NA,NA,NA,NA,NA,NA,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,504
1978,7,29,NA,NA,"Bulusan","Luzon-Philippines","Philippines",12.769,124.056,1535,"Stratovolcano","true",2,"",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,505
1978,9,2,NA,NA,"Santa Maria","Guatemala","Guatemala",14.757,-91.552,3745,"Stratovolcano","true",3,"M",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,506
1978,9,19,NA,NA,"Semeru","Java","Indonesia",-8.108,112.922,3657,"Stratovolcano","true",3,"M",12,1,NA,NA,NA,NA,NA,NA,NA,NA,12,1,NA,NA,NA,NA,NA,NA,NA,NA,507
1978,10,24,NA,NA,"Toya","Hokkaido-Japan","Japan",42.544,140.839,733,"Stratovolcano","true",3,"m",3,1,NA,NA,2,1,NA,NA,NA,NA,3,1,NA,NA,2,1,NA,NA,NA,NA,508
1979,2,20,NA,NA,"Dieng Volcanic Complex","Java","Indonesia",-7.2,109.879,2565,"Complex volcano","true",1,"G",149,3,NA,NA,NA,NA,NA,NA,NA,NA,149,3,NA,NA,NA,NA,NA,NA,NA,NA,509
1979,3,8,NA,NA,"Karkar","New Guinea-NE of","Papua New Guinea",-4.647,145.976,1839,"Stratovolcano","true",2,"P",2,1,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,510
1979,4,13,NA,NA,"Soufriere St. Vincent","W Indies","St. Vincent & the Grenadines",13.33,-61.18,1220,"Stratovolcano","true",3,"T,P",2,1,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,511
1979,4,30,NA,NA,"Marapi","Sumatra","Indonesia",-0.38,100.474,2885,"Complex volcano","true",2,"M",80,2,NA,NA,NA,NA,NA,NA,NA,NA,80,2,NA,NA,NA,NA,NA,NA,NA,NA,512
1979,9,6,NA,NA,"Asosan","Kyushu-Japan","Japan",32.885,131.085,1592,"Caldera","true",2,"T",3,1,NA,NA,11,1,NA,NA,NA,NA,3,1,NA,NA,11,1,NA,NA,NA,NA,513
1979,9,12,NA,NA,"Etna","Italy","Italy",37.748,14.999,3357,"Stratovolcano","true",3,"T",9,1,NA,NA,23,1,NA,NA,NA,NA,9,1,NA,NA,23,1,NA,NA,NA,NA,514
1980,5,18,3018,4876,"St. Helens","US-Washington","United States",46.2,-122.18,2549,"Stratovolcano","true",5,"P,M,T",57,2,NA,NA,NA,NA,2000,4,NA,NA,61,2,NA,NA,NA,NA,2000,4,NA,NA,515
1980,8,17,NA,NA,"Hekla","Iceland-S","Iceland",63.983,-19.666,1490,"Stratovolcano","true",3,"",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,516
1981,3,17,NA,NA,"Etna","Italy","Italy",37.748,14.999,3357,"Stratovolcano","true",2,"",NA,NA,NA,NA,NA,NA,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,517
1981,3,29,NA,NA,"Semeru","Java","Indonesia",-8.108,112.922,3657,"Stratovolcano","true",3,"P",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,518
1981,4,27,NA,NA,"Alaid","Kuril Is","Russia",50.861,155.565,2285,"Stratovolcano","true",2,"",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,519
1981,5,14,NA,NA,"Semeru","Java","Indonesia",-8.108,112.922,3657,"Stratovolcano","true",3,"m",372,3,120,3,152,3,NA,NA,NA,NA,372,3,120,3,152,3,NA,NA,NA,NA,520
1981,9,5,NA,NA,"Paluweh","Lesser Sunda Is","Indonesia",-8.32,121.708,875,"Stratovolcano","true",2,"P",NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,521
1981,10,20,5759,NA,"Krakatau","Indonesia","Indonesia",-6.101,105.423,285,"Caldera","true",1,"A,T,W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,522
1981,NA,NA,NA,NA,"Vilyuchinsky","Kamchatka","Russia",52.7,158.28,2173,"Stratovolcano","true",NA,"A",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,523
1982,3,29,NA,7221,"Chichon, El","Mexico","Mexico",17.36,-93.23,1150,"Tuff cone","true",5,"P,T,M,S",1879,4,1755,4,NA,NA,3.3,2,NA,NA,1879,4,1755,4,NA,NA,3.3,2,NA,NA,524
1982,4,4,NA,NA,"Chichon, El","Mexico","Mexico",17.36,-93.23,1150,"Tuff cone","true",5,"P",33,1,NA,NA,NA,NA,NA,NA,NA,NA,33,1,NA,NA,NA,NA,NA,NA,NA,NA,525
1982,5,17,NA,NA,"Galunggung","Java","Indonesia",-7.25,108.058,2168,"Stratovolcano","true",4,"I,T",68,2,NA,NA,NA,NA,15,3,NA,NA,68,2,NA,NA,NA,NA,15,3,NA,NA,526
1982,5,27,NA,NA,"Chichon, El","Mexico","Mexico",17.36,-93.23,1150,"Tuff cone","true",5,"m",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,527
1983,3,8,NA,NA,"Klyuchevskoy","Kamchatka","Russia",56.056,160.642,4754,"Stratovolcano","true",2,"T",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,528
1983,7,23,NA,NA,"Colo","Sulawesi-Indonesia","Indonesia",-0.162,121.601,404,"Stratovolcano","true",4,"",NA,NA,NA,NA,NA,NA,NA,2,NA,3,NA,NA,NA,NA,NA,NA,NA,2,NA,3,529
1983,8,17,4702,NA,"Iliwerung","Lesser Sunda Is","Indonesia",-8.532,123.573,583,"Complex volcano","true",1,"W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,530
1983,10,3,NA,4990,"Miyakejima","Izu Is-Japan","Japan",34.094,139.526,775,"Stratovolcano","true",3,"L,T",NA,NA,NA,NA,NA,NA,NA,1,400,3,NA,NA,NA,NA,NA,NA,NA,2,400,3,531
1984,9,9,NA,NA,"Mayon","Luzon-Philippines","Philippines",13.257,123.685,2462,"Stratovolcano","true",3,"M",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,532
1984,10,16,NA,NA,"Etna","Italy","Italy",37.748,14.999,3357,"Stratovolcano","true",3,"S",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,533
1985,5,10,NA,NA,"Semeru","Java","Indonesia",-8.108,112.922,3657,"Stratovolcano","true",3,"A",70,2,NA,NA,NA,NA,NA,NA,NA,NA,70,2,NA,NA,NA,NA,NA,NA,NA,NA,534
1985,11,13,NA,NA,"Ruiz, Nevado del","Colombia","Colombia",4.892,-75.324,5279,"Stratovolcano","true",3,"M",23080,4,NA,NA,10000,4,NA,NA,NA,NA,23080,4,NA,NA,10000,4,NA,NA,NA,NA,535
1985,12,19,NA,NA,"Etna","Italy","Italy",37.748,14.999,3357,"Stratovolcano","true",1,"S",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,536
1986,7,24,NA,NA,"Stromboli","Italy","Italy",38.789,15.213,924,"Stratovolcano","true",2,"T",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,537
1986,8,21,5808,NA,"Oku Volcanic Field","Africa-W","Cameroon",6.25,10.5,3011,"Maar","true",3,"G",1700,4,NA,NA,300,3,NA,NA,NA,NA,1700,4,NA,NA,300,3,NA,NA,NA,NA,538
1986,11,15,NA,NA,"Izu-Oshima","Izu Is-Japan","Japan",34.724,139.394,746,"Stratovolcano","true",3,"I",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,539
1986,12,31,NA,NA,"Merapi","Java","Indonesia",-7.54,110.446,2910,"Stratovolcano","true",2,"M",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,540
1987,1,25,NA,NA,"Pacaya","Guatemala","Guatemala",14.382,-90.601,2569,"Complex volcano","true",3,"",NA,NA,NA,NA,15,1,NA,1,63,2,NA,NA,NA,NA,15,1,NA,1,63,2,541
1987,4,17,NA,NA,"Etna","Italy","Italy",37.748,14.999,3357,"Stratovolcano","true",2,"T",2,1,NA,NA,7,1,NA,NA,NA,NA,2,1,NA,NA,7,1,NA,NA,NA,NA,542
1987,12,1,NA,5150,"Sirung","Lesser Sunda Is","Indonesia",-8.497,124.131,1347,"Complex volcano","true",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,125,3,NA,NA,NA,3,5,3,237,3,543
1988,5,9,NA,NA,"Banda Api","Banda Sea","Pacific Ocean",-4.523,129.881,596,"Caldera","true",3,"T,L",4,1,NA,NA,NA,NA,NA,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA,NA,544
1988,7,6,NA,NA,"Arenal","Costa Rica","Costa Rica",10.463,-84.703,1670,"Stratovolcano","true",3,"T",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,545
1988,7,30,NA,NA,"Semeru","Java","Indonesia",-8.108,112.922,3657,"Stratovolcano","true",3,"T",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,546
1988,12,25,NA,NA,"Lonquimay","Chile-C","Chile",-38.379,-71.586,2832,"Stratovolcano","true",3,"T",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,547
1990,2,2,NA,NA,"Sheveluch","Kamchatka","Russia",56.653,161.36,3283,"Stratovolcano","true",3,"",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,548
1990,2,10,NA,NA,"Kelud","Java","Indonesia",-7.935,112.314,1730,"Stratovolcano","true",4,"T,P",35,1,NA,NA,NA,NA,NA,NA,NA,NA,35,1,NA,NA,NA,NA,NA,NA,NA,NA,549
1990,3,26,NA,NA,"Asosan","Kyushu-Japan","Japan",32.885,131.085,1592,"Caldera","true",2,"G",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,550
1990,4,18,NA,NA,"Asosan","Kyushu-Japan","Japan",32.885,131.085,1592,"Caldera","true",2,"G",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,551
1990,5,29,NA,NA,"Coropuna","Peru","Peru",-15.52,-72.65,6377,"Stratovolcano","true",3,"",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,552
1990,7,19,NA,NA,"Santa Maria","Guatemala","Guatemala",14.757,-91.552,3745,"Stratovolcano","true",3,"T",4,1,NA,NA,NA,NA,NA,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA,NA,553
1990,10,19,NA,NA,"Asosan","Kyushu-Japan","Japan",32.885,131.085,1592,"Caldera","true",2,"G",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,554
1991,6,3,NA,NA,"Unzendake","Kyushu-Japan","Japan",32.761,130.299,1483,"Complex volcano","true",1,"P",43,1,NA,NA,NA,NA,NA,NA,NA,NA,43,1,NA,NA,NA,NA,NA,NA,NA,NA,555
1991,6,15,NA,5292,"Pinatubo","Luzon-Philippines","Philippines",15.13,120.35,1486,"Stratovolcano","true",6,"P,m,I",350,3,NA,NA,4,1,NA,3,NA,NA,800,3,NA,NA,4,1,NA,3,NA,NA,556
1991,7,3,NA,NA,"Karthala","Indian O-W","Comoros",-11.75,43.38,2361,"Shield volcano","true",2,"",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,557
1991,8,8,NA,NA,"Hudson, Cerro","Chile-S","Chile",-45.9,-72.97,1905,"Stratovolcano","true",5,"",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,558
1991,10,24,NA,NA,"Lokon-Empung","Sulawesi-Indonesia","Indonesia",1.358,124.792,1580,"Stratovolcano","true",1,"T,P",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,559
1991,12,14,NA,NA,"Etna","Italy","Italy",37.748,14.999,3357,"Stratovolcano","true",2,"",NA,NA,NA,NA,NA,NA,2.5,2,NA,NA,NA,NA,NA,NA,NA,NA,2.5,2,NA,NA,560
1992,1,21,NA,NA,"Karangetang","Sangihe Is-Indonesia","Indonesia",2.781,125.407,1797,"Stratovolcano","true",2,"M",2,1,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,561
1992,4,10,NA,NA,"Negro, Cerro","Nicaragua","Nicaragua",12.506,-86.702,728,"Cinder cone","true",3,"T,I",11,1,NA,NA,50,1,3,2,NA,1,11,1,NA,NA,50,1,3,2,NA,1,562
1992,5,11,NA,NA,"Karangetang","Sangihe Is-Indonesia","Indonesia",2.781,125.407,1797,"Stratovolcano","true",1,"P",6,1,NA,NA,1,1,NA,NA,NA,NA,6,1,NA,NA,1,1,NA,NA,NA,NA,563
1992,7,5,NA,NA,"Marapi","Sumatra","Indonesia",-0.38,100.474,2885,"Complex volcano","true",2,"T",1,1,NA,NA,5,1,NA,NA,NA,NA,1,1,NA,NA,5,1,NA,NA,NA,NA,564
1992,7,12,NA,NA,"Pinatubo","Luzon-Philippines","Philippines",15.13,120.35,1486,"Stratovolcano","true",1,"m",6,1,NA,NA,NA,NA,NA,NA,NA,NA,6,1,NA,NA,NA,NA,NA,NA,NA,NA,565
1992,9,17,NA,NA,"Spurr","Alaska-SW","United States",61.299,-152.251,3374,"Stratovolcano","true",4,"I",1,1,NA,NA,NA,NA,2,2,NA,NA,1,1,NA,NA,NA,NA,2,2,NA,NA,566
1992,NA,NA,NA,NA,"Semeru","Java","Indonesia",-8.108,112.922,3657,"Stratovolcano","true",3,"T",3,1,NA,NA,NA,NA,NA,NA,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,567
1993,1,14,NA,NA,"Galeras","Colombia","Colombia",1.22,-77.37,4276,"Complex volcano","true",2,"T",9,1,NA,NA,NA,NA,NA,NA,NA,NA,9,1,NA,NA,NA,NA,NA,NA,NA,NA,568
1993,2,2,NA,NA,"Mayon","Luzon-Philippines","Philippines",13.257,123.685,2462,"Stratovolcano","true",2,"P",75,2,NA,NA,NA,NA,NA,NA,NA,NA,75,2,NA,NA,NA,NA,NA,NA,NA,NA,569
1993,3,12,NA,NA,"Guagua Pichincha","Ecuador","Ecuador",-0.171,-78.598,4784,"Stratovolcano","true",1,"T",2,1,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,570
1993,4,19,NA,NA,"Kilauea","Hawaiian Is","United States",19.421,-155.287,1222,"Shield volcano","true",NA,"A",1,1,NA,NA,22,1,NA,NA,NA,NA,1,1,NA,NA,22,1,NA,NA,NA,NA,571
1993,6,13,NA,NA,"Krakatau","Indonesia","Indonesia",-6.101,105.423,285,"Caldera","true",1,"T",1,1,NA,NA,5,1,NA,NA,NA,NA,1,1,NA,NA,5,1,NA,NA,NA,NA,572
1993,6,23,NA,NA,"Unzendake","Kyushu-Japan","Japan",32.761,130.299,1483,"Complex volcano","true",1,"P",1,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,573
1993,6,26,NA,NA,"Pinatubo","Luzon-Philippines","Philippines",15.13,120.35,1486,"Stratovolcano","true",1,"m",4,1,NA,NA,NA,NA,NA,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA,NA,574
1993,10,4,NA,NA,"Pinatubo","Luzon-Philippines","Philippines",15.13,120.35,1486,"Stratovolcano","true",NA,"m",14,1,NA,NA,NA,NA,NA,NA,NA,NA,14,1,NA,NA,NA,NA,NA,NA,NA,NA,575
1994,1,15,NA,NA,"Yasur","Vanuatu-SW Pacific","Vanuatu",-19.532,169.447,361,"Stratovolcano","true",3,"T",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,576
1994,2,3,NA,NA,"Semeru","Java","Indonesia",-8.108,112.922,3657,"Stratovolcano","true",3,"P",6,1,NA,NA,NA,NA,NA,NA,NA,NA,6,1,NA,NA,NA,NA,NA,NA,NA,NA,577
1994,5,29,NA,NA,"Asosan","Kyushu-Japan","Japan",32.885,131.085,1592,"Caldera","true",1,"G",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,578
1994,6,6,NA,5387,"Huila, Nevado del","Colombia","Colombia",2.93,-76.03,5364,"Stratovolcano","true",NA,"m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,650,3,NA,NA,NA,NA,2.4,2,200,3,579
1994,7,8,5926,NA,"Kilauea","Hawaiian Is","United States",19.421,-155.287,1222,"Shield volcano","true",3,"W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,580
1994,9,19,2229,NA,"Rabaul","New Britain-SW Pac","Papua New Guinea",-4.246,152.194,688,"Pyroclastic shield","true",3,"T,W,E",4,1,NA,NA,NA,NA,86,4,NA,NA,5,1,NA,NA,NA,NA,86,4,NA,1,581
1994,11,3,NA,NA,"Rinjani","Lesser Sunda Is","Indonesia",-8.42,116.47,3726,"Stratovolcano","true",3,"m",31,1,NA,NA,NA,NA,NA,NA,NA,NA,31,1,NA,NA,NA,NA,NA,NA,NA,NA,582
1994,11,22,NA,NA,"Merapi","Java","Indonesia",-7.54,110.446,2910,"Stratovolcano","true",3,"P",66,2,NA,NA,100,2,NA,NA,NA,NA,66,2,NA,NA,100,2,NA,NA,NA,NA,583
1995,2,4,NA,NA,"Yasur","Vanuatu-SW Pacific","Vanuatu",-19.532,169.447,361,"Stratovolcano","true",3,"T",2,1,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,584
1995,2,11,NA,NA,"Yakedake","Honshu-Japan","Japan",36.227,137.587,2455,"Stratovolcano","true",1,"T",4,1,NA,NA,NA,NA,NA,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA,NA,585
1995,4,2,NA,NA,"Fogo","Cape Verde Is","Cape Verde",14.95,-24.35,2829,"Stratovolcano","true",2,"",NA,NA,NA,NA,20,1,NA,1,10,1,NA,NA,NA,NA,20,1,NA,1,10,1,586
1995,4,7,NA,NA,"Pacaya","Guatemala","Guatemala",14.382,-90.601,2569,"Complex volcano","true",3,"M",1,1,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,1,1,1,587
1996,1,2,2392,NA,"Karymsky","Kamchatka","Russia",54.049,159.443,1513,"Stratovolcano","true",2,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,588
1996,4,30,NA,NA,"Popocatepetl","Mexico","Mexico",19.023,-98.622,5393,"Stratovolcano","true",3,"",5,1,NA,NA,NA,NA,NA,1,NA,NA,5,1,NA,NA,NA,NA,NA,1,NA,NA,589
1996,8,10,NA,NA,"Kanlaon","Philippines-C","Philippines",10.41,123.13,2422,"Stratovolcano","true",2,"T",3,1,NA,NA,18,1,NA,NA,NA,NA,3,1,NA,NA,18,1,NA,NA,NA,NA,590
1996,9,30,NA,NA,"Grimsvotn","Iceland-NE","Iceland",64.416,-17.316,1719,"Caldera","true",3,"",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,591
1996,12,3,NA,NA,"Manam","New Guinea-NE of","Papua New Guinea",-4.08,145.037,1807,"Stratovolcano","true",3,"P",13,1,NA,NA,29,1,NA,NA,NA,NA,13,1,NA,NA,29,1,NA,NA,NA,NA,592
