"Volcano.Number","Volcano.Name","Country","Volcanic.Region.Group","Volcanic.Region","Volcano.Landform","Primary.Volcano.Type","Activity.Evidence","Last.Known.Eruption.1","Latitude","Longitude","Elevation..m.","Dominant.Rock.Type","Tectonic.Setting","Location","Type","Status","Last.Known.Eruption","Tectonic_Summary"
357041,"Infiernillo","Argentina","South America Volcanic Regions","Southern Andean Volcanic Arc","Cluster","Volcanic field","Eruption Dated","6890 BCE",-35.123,-69.9,3007,"Andesite / Basaltic Andesite","Intraplate / Continental crust (>25 km)","Chile-C","Lava dome","Holocene","U","Intraplate"
357042,"Calabozos","Chile","South America Volcanic Regions","Southern Andean Volcanic Arc","Composite","Caldera","Evidence Credible","Unknown",-35.558,-70.496,3508,"Dacite","Subduction zone / Continental crust (>25 km)","Chile-C","Caldera","Holocene","U","Subduction zone"
357050,"Descabezado Grande","Chile","South America Volcanic Regions","Southern Andean Volcanic Arc","Composite","Stratovolcano(es)","Eruption Observed","1933 CE",-35.58,-70.75,3953,"Andesite / Basaltic Andesite","Subduction zone / Continental crust (>25 km)","Chile-C","Stratovolcano","Historical","D2","Subduction zone"
357060,"Azul, Cerro","Chile","South America Volcanic Regions","Southern Andean Volcanic Arc","Composite","Stratovolcano","Eruption Observed","1967 CE",-35.653,-70.761,3788,"Dacite","Subduction zone / Continental crust (>25 km)","Chile-C","Stratovolcano","Historical","D1","Subduction zone"
357060,"Azul, Cerro","Chile","South America Volcanic Regions","Southern Andean Volcanic Arc","Composite","Stratovolcano","Eruption Observed","1967 CE",-35.653,-70.761,3788,"Dacite","Subduction zone / Continental crust (>25 km)","Galapagos","Shield volcano","Historical","D1","Subduction zone"
357061,"Maule, Laguna del","Chile","South America Volcanic Regions","Southern Andean Volcanic Arc","Caldera","Caldera","Eruption Dated","50 BCE",-36.058,-70.492,2162,"Andesite / Basaltic Andesite","Subduction zone / Continental crust (>25 km)","Chile-C","Stratovolcano","Holocene","U","Subduction zone"
357062,"San Pedro-Pellado","Chile","South America Volcanic Regions","Southern Andean Volcanic Arc","Composite","Stratovolcano(es)","Evidence Credible","Unknown",-35.989,-70.849,3621,"Andesite / Basaltic Andesite","Subduction zone / Continental crust (>25 km)","Chile-C","Stratovolcano","Holocene","U","Subduction zone"
357063,"Longavi, Nevado de","Chile","South America Volcanic Regions","Southern Andean Volcanic Arc","Composite","Stratovolcano","Eruption Dated","4890 BCE",-36.1959,-71.1641,3175,"Andesite / Basaltic Andesite","Subduction zone / Continental crust (>25 km)","Chile-C","Stratovolcano","Holocene","U","Subduction zone"
357064,"Blancas, Lomas","Chile","South America Volcanic Regions","Southern Andean Volcanic Arc","Composite","Stratovolcano","Evidence Credible","Unknown",-36.286,-71.009,2268,"Basalt / Picro-Basalt","Subduction zone / Continental crust (>25 km)","Chile-C","Stratovolcano","Holocene","U","Subduction zone"
357065,"Resago, Volcan","Chile","South America Volcanic Regions","Southern Andean Volcanic Arc","Minor (Basaltic)","Pyroclastic cone","Evidence Credible","Unknown",-36.4606,-70.9033,1890,"Andesite / Basaltic Andesite","Subduction zone / Continental crust (>25 km)","Chile-C","Cinder cone","Holocene","U","Subduction zone"
357066,"Payun Matru","Argentina","South America Volcanic Regions","Southern Andean Volcanic Arc","Cluster","Volcanic field","Eruption Dated","5050 BCE",-36.422,-69.241,3715,"Trachybasalt / Tephrite Basanite","Subduction zone / Continental crust (>25 km)","Argentina","Shield volcano","Holocene","U","Subduction zone"
357070,"Chillan, Nevados de","Chile","South America Volcanic Regions","Southern Andean Volcanic Arc","Composite","Stratovolcano","Eruption Observed","2022 CE",-36.868,-71.378,3180,"Andesite / Basaltic Andesite","Subduction zone / Continental crust (>25 km)","Chile-C","Stratovolcano","Historical","D1","Subduction zone"
357072,"Tromen Volcanic Plateau","Argentina","South America Volcanic Regions","Southern Andean Volcanic Arc","Composite","Stratovolcano(es)","Eruption Observed","1822 CE",-37.144,-70.033,4114,"Andesite / Basaltic Andesite","Subduction zone / Continental crust (>25 km)","Argentina","Pyroclastic cone","Holocene","U","Subduction zone"
357080,"Antuco","Chile","South America Volcanic Regions","Southern Andean Volcanic Arc","Composite","Stratovolcano","Eruption Observed","1869 CE",-37.406,-71.349,2979,"Basalt / Picro-Basalt","Subduction zone / Continental crust (>25 km)","Chile-C","Stratovolcano","Historical","D3","Subduction zone"
357090,"Copahue","Chile-Argentina","South America Volcanic Regions","Southern Andean Volcanic Arc","Composite","Stratovolcano","Eruption Observed","2024 CE",-37.856,-71.183,2953,"Trachybasalt / Tephrite Basanite","Subduction zone / Continental crust (>25 km)","Chile-C","Stratovolcano","Historical","D1","Subduction zone"
357091,"Callaqui","Chile","South America Volcanic Regions","Southern Andean Volcanic Arc","Composite","Stratovolcano","Eruption Observed","1980 CE",-37.9276,-71.4464,3099,"Andesite / Basaltic Andesite","Subduction zone / Continental crust (>25 km)","Chile-C","Stratovolcano","Historical","D1","Subduction zone"
357093,"Tolhuaca","Chile","South America Volcanic Regions","Southern Andean Volcanic Arc","Composite","Stratovolcano","Evidence Credible","4000 BCE",-38.31,-71.645,2739,"Andesite / Basaltic Andesite","Subduction zone / Continental crust (>25 km)","Chile-C","Stratovolcano","Holocene","U","Subduction zone"
357100,"Lonquimay","Chile","South America Volcanic Regions","Southern Andean Volcanic Arc","Composite","Stratovolcano","Eruption Observed","1990 CE",-38.379,-71.586,2832,"Andesite / Basaltic Andesite","Subduction zone / Continental crust (>25 km)","Chile-C","Stratovolcano","Historical","D1","Subduction zone"
357102,"Blanca, Laguna","Argentina","South America Volcanic Regions","Southern Andean Volcanic Arc","Cluster","Volcanic field","Evidence Credible","Unknown",-39.02,-70.37,1700,"Basalt / Picro-Basalt","Intraplate / Continental crust (>25 km)","Argentina","Volcanic field","","Unknown","Intraplate"
357110,"Llaima","Chile","South America Volcanic Regions","Southern Andean Volcanic Arc","Composite","Stratovolcano","Eruption Observed","2009 CE",-38.692,-71.729,3125,"Basalt / Picro-Basalt","Subduction zone / Continental crust (>25 km)","Chile-C","Stratovolcano","Historical","D1","Subduction zone"
357111,"Sollipulli","Chile","South America Volcanic Regions","Southern Andean Volcanic Arc","Caldera","Caldera","Eruption Dated","1240 CE",-38.97,-71.52,2282,"Andesite / Basaltic Andesite","Subduction zone / Continental crust (>25 km)","Chile-C","Caldera","Radiocarbon","D6","Subduction zone"
357112,"Caburgua-Huelemolle","Chile","South America Volcanic Regions","Southern Andean Volcanic Arc","Cluster","Volcanic field","Eruption Dated","5050 BCE",-39.25,-71.75,1652,"Basalt / Picro-Basalt","Subduction zone / Continental crust (>25 km)","Chile-C","Cinder cone","Tephrochronology","D7","Subduction zone"
357120,"Villarrica","Chile","South America Volcanic Regions","Southern Andean Volcanic Arc","Composite","Stratovolcano","Eruption Observed","2025 CE",-39.42,-71.93,2847,"Basalt / Picro-Basalt","Subduction zone / Continental crust (>25 km)","Chile-C","Stratovolcano","Historical","D1","Subduction zone"
357121,"Quetrupillan","Chile","South America Volcanic Regions","Southern Andean Volcanic Arc","Composite","Stratovolcano","Eruption Dated","255 CE",-39.496,-71.722,2360,"Andesite / Basaltic Andesite","Subduction zone / Continental crust (>25 km)","Chile-C","Caldera","Historical","D3","Subduction zone"
357122,"Lanin","Chile-Argentina","South America Volcanic Regions","Southern Andean Volcanic Arc","Composite","Stratovolcano","Eruption Dated","560 CE",-39.637,-71.502,3776,"Trachyandesite / Basaltic Trachyandesite","Subduction zone / Continental crust (>25 km)","Chile-C","Stratovolcano","Holocene","U","Subduction zone"
357123,"Huanquihue Group","Argentina","South America Volcanic Regions","Southern Andean Volcanic Arc","Composite","Stratovolcano(es)","Eruption Dated","1750 CE",-39.887,-71.58,2189,"Basalt / Picro-Basalt","Subduction zone / Continental crust (>25 km)","Argentina","Pyroclastic cone","Holocene","U","Subduction zone"
357130,"Mocho-Choshuenco","Chile","South America Volcanic Regions","Southern Andean Volcanic Arc","Composite","Stratovolcano(es)","Eruption Observed","1937 CE",-39.927,-72.027,2422,"Andesite / Basaltic Andesite","Subduction zone / Continental crust (>25 km)","Chile-C","Stratovolcano","Historical","D2","Subduction zone"
357140,"Carran-Los Venados","Chile","South America Volcanic Regions","Southern Andean Volcanic Arc","Cluster","Pyroclastic cone(s)","Eruption Observed","1979 CE",-40.35,-72.07,1114,"Basalt / Picro-Basalt","Subduction zone / Continental crust (>25 km)","Chile-C","Pyroclastic cone","Historical","D1","Subduction zone"
357150,"Puyehue-Cordon Caulle","Chile","South America Volcanic Regions","Southern Andean Volcanic Arc","Composite","Stratovolcano","Eruption Observed","2012 CE",-40.59,-72.117,2236,"Andesite / Basaltic Andesite","Subduction zone / Continental crust (>25 km)","Chile-C","Stratovolcano","Holocene","U","Subduction zone"
357153,"Antillanca Volcanic Complex","Chile","South America Volcanic Regions","Southern Andean Volcanic Arc","Composite","Stratovolcano(es)","Eruption Dated","230 BCE",-40.783,-72.15,1979,"Basalt / Picro-Basalt","Subduction zone / Continental crust (>25 km)","Chile-C","Stratovolcano","Holocene","U","Subduction zone"
357160,"Puntiagudo-Cordon Cenizos","Chile","South America Volcanic Regions","Southern Andean Volcanic Arc","Composite","Stratovolcano","Eruption Observed","1850 CE",-40.969,-72.264,2493,"Andesite / Basaltic Andesite","Subduction zone / Continental crust (>25 km)","Chile-C","Stratovolcano","Historical","D3","Subduction zone"
358010,"Osorno","Chile","South America Volcanic Regions","Southern Andean Volcanic Arc","Composite","Stratovolcano","Eruption Observed","1869 CE",-41.105,-72.496,2659,"Basalt / Picro-Basalt","Subduction zone / Continental crust (>25 km)","Chile-S","Stratovolcano","Historical","D3","Subduction zone"
358011,"Tronador","Chile-Argentina","South America Volcanic Regions","Southern Andean Volcanic Arc","Composite","Stratovolcano","Evidence Uncertain","Unknown",-41.157,-71.885,3478,"Andesite / Basaltic Andesite","Subduction zone / Continental crust (>25 km)","Chile-S","Stratovolcano","Holocene?","?","Subduction zone"
358012,"Cayutue-La Vigueria","Chile","South America Volcanic Regions","Southern Andean Volcanic Arc","Cluster","Volcanic field","Eruption Dated","190 BCE",-41.3,-72.27,506,"Basalt / Picro-Basalt","Subduction zone / Continental crust (>25 km)","Chile-S","Pyroclastic cones","Tephrochronology","D7","Subduction zone"
358020,"Calbuco","Chile","South America Volcanic Regions","Southern Andean Volcanic Arc","Composite","Stratovolcano","Eruption Observed","2015 CE",-41.33,-72.618,1974,"Andesite / Basaltic Andesite","Subduction zone / Continental crust (>25 km)","Chile-S","Stratovolcano","Historical","D2","Subduction zone"
358022,"Yate","Chile","South America Volcanic Regions","Southern Andean Volcanic Arc","Composite","Stratovolcano","Eruption Dated","1090 CE",-41.755,-72.396,2187,"Andesite / Basaltic Andesite","Subduction zone / Continental crust (>25 km)","Chile-S","Stratovolcano","Holocene","U","Subduction zone"
358023,"Hornopiren","Chile","South America Volcanic Regions","Southern Andean Volcanic Arc","Composite","Stratovolcano","Eruption Dated","340 CE",-41.874,-72.431,1572,"Andesite / Basaltic Andesite","Subduction zone / Continental crust (>25 km)","Chile-S","Stratovolcano","Holocene","Unknown","Subduction zone"
358024,"Apagado","Chile","South America Volcanic Regions","Southern Andean Volcanic Arc","Minor","Pyroclastic cone","Eruption Dated","590 BCE",-41.88,-72.58,1210,"Basalt / Picro-Basalt","Subduction zone / Continental crust (>25 km)","Argentina","Cinder cone","Holocene","U","Subduction zone"
358025,"Crater Basalt Volcanic Field","Argentina","South America Volcanic Regions","Southern Andean Volcanic Arc","Cluster","Volcanic field","Evidence Credible","Unknown",-42.018,-70.194,1344,"Trachybasalt / Tephrite Basanite","Intraplate / Continental crust (>25 km)","Chile-S/Argentina","Cinder cones","Holocene","U","Intraplate"
358030,"Huequi","Chile","South America Volcanic Regions","Southern Andean Volcanic Arc","Minor","Lava dome(s)","Eruption Observed","1920 CE",-42.377,-72.578,1318,"Andesite / Basaltic Andesite","Subduction zone / Continental crust (>25 km)","Chile-S","Stratovolcano","Historical","D2","Subduction zone"
358040,"Michinmahuida","Chile","South America Volcanic Regions","Southern Andean Volcanic Arc","Composite","Stratovolcano","Eruption Observed","1835 CE",-42.799,-72.445,2452,"Andesite / Basaltic Andesite","Subduction zone / Continental crust (>25 km)","Chile-S","Stratovolcano","Historical","D3","Subduction zone"
358041,"Chaiten","Chile","South America Volcanic Regions","Southern Andean Volcanic Arc","Caldera","Caldera","Eruption Observed","2011 CE",-42.8349,-72.6514,1122,"Rhyolite","Subduction zone / Continental crust (>25 km)","Chile-S","Caldera","Holocene","D1","Subduction zone"
358049,"Yanteles","Chile","South America Volcanic Regions","Southern Andean Volcanic Arc","Composite","Stratovolcano(es)","Eruption Dated","6650 BCE",-43.469,-72.782,1790,"Andesite / Basaltic Andesite","Subduction zone / Continental crust (>25 km)","Chile-S","Stratovolcano","Historical","D3","Subduction zone"
358050,"Corcovado","Chile","South America Volcanic Regions","Southern Andean Volcanic Arc","Composite","Stratovolcano","Eruption Dated","4920 BCE",-43.189,-72.794,1826,"Andesite / Basaltic Andesite","Subduction zone / Continental crust (>25 km)","Chile-S","Stratovolcanoes","Radiocarbon","D7","Subduction zone"
358052,"Melimoyu","Chile","South America Volcanic Regions","Southern Andean Volcanic Arc","Composite","Stratovolcano","Eruption Dated","200 CE",-44.08,-72.88,2400,"Andesite / Basaltic Andesite","Subduction zone / Continental crust (>25 km)","Chile-S","Cinder cone","Holocene","U","Subduction zone"
358053,"Puyuhuapi","Chile","South America Volcanic Regions","Southern Andean Volcanic Arc","Minor","Pyroclastic cone(s)","Evidence Credible","Unknown",-44.3,-72.53,524,"Basalt / Picro-Basalt","Subduction zone / Continental crust (>25 km)","Chile-S","Stratovolcano","Holocene","U","Subduction zone"
358054,"Mentolat","Chile","South America Volcanic Regions","Southern Andean Volcanic Arc","Composite","Stratovolcano","Eruption Observed","1710 CE",-44.6931,-73.0767,1603,"Andesite / Basaltic Andesite","Subduction zone / Continental crust (>25 km)","Chile-S","Cinder cone","Holocene","U","Subduction zone"
358055,"Cay","Chile","South America Volcanic Regions","Southern Andean Volcanic Arc","Composite","Stratovolcano","Evidence Uncertain","Unknown",-45.059,-72.984,2090,"Andesite / Basaltic Andesite","Subduction zone / Continental crust (>25 km)","Chile-S","Stratovolcano","Holocene","Unknown","Subduction zone"
358056,"Maca","Chile","South America Volcanic Regions","Southern Andean Volcanic Arc","Composite","Stratovolcano","Eruption Dated","1560 CE",-45.1,-73.17,2960,"Basalt / Picro-Basalt","Subduction zone / Continental crust (>25 km)","Chile-S","Stratovolcano","Holocene","U","Subduction zone"
358057,"Hudson, Cerro","Chile","South America Volcanic Regions","Southern Andean Volcanic Arc","Composite","Stratovolcano","Eruption Observed","2011 CE",-45.9,-72.97,1905,"Basalt / Picro-Basalt","Subduction zone / Continental crust (>25 km)","Chile-S","Stratovolcano","Historical","D1","Subduction zone"
358060,"Lautaro","Chile","South America Volcanic Regions","Austral Andean Volcanic Arc","Composite","Stratovolcano","Eruption Observed","1979 CE",-49.019,-73.504,3542,"Dacite","Subduction zone / Continental crust (>25 km)","Chile-S","Stratovolcano","Historical","D2","Subduction zone"
358062,"Aguilera","Chile","South America Volcanic Regions","Austral Andean Volcanic Arc","Composite","Stratovolcano","Eruption Dated","1253 BCE",-50.33,-73.75,2546,"Dacite","Subduction zone / Continental crust (>25 km)","Chile-S","Stratovolcano","Radiocarbon","D7","Subduction zone"
