"Volcano Number","Volcano Name","Eruption Number","Eruption Category","Area of Activity","VEI","VEI Modifier","Start Year Modifier","Start Year","Start Year Uncertainty","Start Month","Start Day Modifier","Start Day","Start Day Uncertainty","Evidence Method (dating)","End Year Modifier","End Year","End Year Uncertainty","End Month","End Day Modifier","End Day","End Day Uncertainty"
"283030","Fujisan","17434","Confirmed Eruption","NULL","2","?","NULL","826","NULL","12","NULL","31","30","Observations: Reported","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"283110","Asamayama","17677","Confirmed Eruption","Volcano Uncertain","3","NULL","NULL","685","NULL","4","NULL","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"283110","Asamayama","17684","Confirmed Eruption","NULL","2","NULL","NULL","1527","NULL","5","NULL","0","NULL","Observations: Reported","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"283110","Asamayama","17691","Confirmed Eruption","NULL","2","?","NULL","1591","NULL","4","NULL","15","45","Observations: Reported","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"283110","Asamayama","17727","Confirmed Eruption","NULL","2","NULL","NULL","1717","NULL","9","NULL","23","NULL","Observations: Reported","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"283110","Asamayama","17734","Confirmed Eruption","NULL","2","NULL","NULL","1728","NULL","11","NULL","10","NULL","Observations: Reported","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"283110","Asamayama","17741","Confirmed Eruption","NULL","2","NULL","NULL","1754","NULL","8","NULL","7","NULL","Observations: Reported","NULL","1754","NULL","8","NULL","19","NULL"
"283110","Asamayama","17777","Confirmed Eruption","NULL","1","NULL","NULL","1917","NULL","5","?","3","NULL","Observations: Reported","NULL","1917","NULL","7","?","31","NULL"
"283110","Asamayama","17784","Confirmed Eruption","NULL","2","NULL","NULL","1929","NULL","9","NULL","18","NULL","Observations: Reported","NULL","1929","NULL","11","NULL","15","NULL"
"283110","Asamayama","17791","Confirmed Eruption","NULL","1","NULL","NULL","1938","NULL","3","NULL","25","NULL","Observations: Reported","NULL","1942","NULL","12","NULL","0","NULL"
"285061","Maruyama","18663","Confirmed Eruption","Maru-yama (No. 1 crater)","2","NULL","NULL","1898","NULL","12","?","3","NULL","Observations: Reported","NULL","1898","NULL","12","NULL","6","NULL"
"290250","Raikoke","22321","Confirmed Eruption","NULL","3","NULL","NULL","2019","NULL","6","NULL","22","NULL","Observations: Reported","NULL","2019","NULL","7","NULL","1","NULL"
"300030","Iliinsky","18913","Confirmed Eruption","NULL","NULL","NULL","?","50","NULL","0","NULL","0","NULL","Isotopic: 14C (uncalibrated)","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"300100","Avachinsky","19056","Confirmed Eruption","NULL","NULL","NULL","?","-4250","NULL","0","NULL","0","NULL","Correlation: Tephrochronology","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"300100","Avachinsky","19063","Confirmed Eruption","NULL","5","NULL","NULL","-3200","150","0","NULL","0","NULL","Isotopic: 14C (calibrated)","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"300100","Avachinsky","19070","Confirmed Eruption","NULL","NULL","NULL","?","-2100","NULL","0","NULL","0","NULL","Correlation: Tephrochronology","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"300140","Maly Semyachik","17634","Confirmed Eruption","Ceno-Semiachik (Crater V)","NULL","NULL","NULL","1400","50","0","NULL","0","NULL","Isotopic: 14C (calibrated)","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"300140","Maly Semyachik","19206","Confirmed Eruption","Ceno-Semiachik","NULL","NULL","?","-550","NULL","0","NULL","0","NULL","Isotopic: 14C (calibrated)","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"311160","Atka Volcanic Complex","19749","Confirmed Eruption","Sarichef or more probably Kliuchef","3","?","NULL","1812","NULL","0","NULL","0","NULL","Observations: Reported","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"311160","Atka Volcanic Complex","22564","Confirmed Eruption","NULL","1","NULL","NULL","2024","NULL","3","NULL","27","NULL","Observations: Reported","NULL","2024","NULL","3","NULL","27","NULL"
"313010","Augustine","20256","Confirmed Eruption","NULL","NULL","NULL","NULL","-310","100","0","NULL","0","NULL","Isotopic: 14C (calibrated)","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"322110","Newberry","20599","Confirmed Eruption","NW rift zone (Lava Cast Forest)","0","NULL","NULL","-5260","150","0","NULL","0","NULL","Isotopic: 14C (calibrated)","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"343100","San Miguel","21078","Confirmed Eruption","Summit crater","2","NULL","NULL","1965","NULL","6","NULL","14","NULL","Observations: Reported","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"358063","Reclus","12311","Confirmed Eruption","NULL","2","NULL","NULL","1879","NULL","0","NULL","0","NULL","Observations: Reported","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"372020","Eyjafjallajokull","12561","Confirmed Eruption","NULL","2","NULL","NULL","1612","NULL","0","NULL","0","NULL","Observations: Reported","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"373050","Kverkfjoll","12897","Confirmed Eruption","Arnadalsoldugjoska","NULL","NULL","?","-7050","NULL","0","NULL","0","NULL","Correlation: Tephrochronology","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"386010","Tristan da Cunha","13147","Confirmed Eruption","North flank","2","NULL","NULL","1961","NULL","10","NULL","10","NULL","Observations: Reported","NULL","1962","NULL","3","NULL","15","NULL"
"210020","Chaine des Puys","10003","Confirmed Eruption","Western Puy de Dôme","NULL","NULL","NULL","-7840","200","0","NULL","0","NULL","Isotopic: 14C (uncalibrated)","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"211050","Vulcano","13440","Confirmed Eruption","Fossa","3","NULL","?","-1300","NULL","0","NULL","0","NULL","Correlation: Tephrochronology","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"211050","Vulcano","13447","Confirmed Eruption","NULL","NULL","NULL","NULL","-150","300","0","NULL","0","NULL","Isotopic: Uranium-series","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"211050","Vulcano","13454","Confirmed Eruption","Vulcanello ?","NULL","NULL","NULL","-24","5","0","NULL","0","NULL","Observations: Reported","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"241030","Taranaki","13347","Confirmed Eruption","NULL","NULL","NULL","?","1755","NULL","0","NULL","0","NULL","Sidereal: Dendrochronology","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"241030","Taranaki","14426","Confirmed Eruption","NULL","NULL","NULL","?","-3250","NULL","0","NULL","0","NULL","Correlation: Tephrochronology","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"241030","Taranaki","14433","Confirmed Eruption","NULL","NULL","NULL","NULL","-1560","40","0","NULL","0","NULL","Isotopic: 14C (uncalibrated)","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"241030","Taranaki","14440","Confirmed Eruption","NULL","NULL","NULL","NULL","-40","75","0","NULL","0","NULL","Isotopic: 14C (uncalibrated)","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"241040","Whakaari/White Island","22121","Confirmed Eruption","1978/90 Crater Complex","1","NULL","NULL","2016","NULL","4","NULL","27","NULL","Observations: Reported","NULL","2016","NULL","4","NULL","27","NULL"
"311310","Makushin","10442","Confirmed Eruption","NULL","3","NULL","NULL","1826","NULL","6","NULL","0","NULL","Observations: Reported","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"311310","Makushin","19868","Confirmed Eruption","NULL","NULL","NULL","NULL","-550","900","0","NULL","0","NULL","Correlation: Tephrochronology","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"341110","San Martin","10593","Confirmed Eruption","Cinder cones in summit crater","4","NULL","NULL","1793","NULL","3","NULL","2","NULL","Observations: Reported","NULL","1793","NULL","12","NULL","0","NULL"
"342060","Atitlan","10642","Confirmed Eruption","NULL","2","NULL","NULL","1833","NULL","0","NULL","0","NULL","Observations: Reported","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"342060","Atitlan","10644","Confirmed Eruption","NULL","2","NULL","NULL","1843","NULL","7","NULL","0","NULL","Observations: Reported","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"351060","Purace","11327","Confirmed Eruption","NULL","2","NULL","NULL","1899","NULL","0","NULL","0","NULL","Observations: Reported","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"351060","Purace","11329","Confirmed Eruption","NULL","2","NULL","NULL","1906","NULL","0","NULL","0","NULL","Observations: Reported","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"357080","Antuco","19902","Confirmed Eruption","NULL","1","NULL","NULL","1820","NULL","0","NULL","0","NULL","Observations: Reported","?","1821","NULL","0","NULL","0","NULL"
"358020","Calbuco","12250","Confirmed Eruption","NULL","NULL","NULL","?","1792","NULL","0","NULL","0","NULL","Observations: Reported","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"358020","Calbuco","12263","Confirmed Eruption","NULL","2","NULL","NULL","1972","NULL","8","NULL","26","NULL","Observations: Reported","NULL","1972","NULL","8","NULL","26","NULL"
"358060","Lautaro","12316","Confirmed Eruption","NULL","2","?","NULL","1933","NULL","2","NULL","0","NULL","Observations: Reported","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"371050","Hengill","12516","Confirmed Eruption","SSW of Hengill (Hellisheid-A)","0","NULL","?","-8350","NULL","0","NULL","0","NULL","Isotopic: 14C (calibrated)","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"211020","Vesuvius","13316","Confirmed Eruption","South flank","0","?","NULL","860","50","0","NULL","0","NULL","Correlation: Magnetism","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"211020","Vesuvius","13335","Confirmed Eruption","NULL","3","NULL","NULL","1682","NULL","8","NULL","12","NULL","Observations: Reported","NULL","1682","NULL","8","NULL","22","NULL"
"211020","Vesuvius","13350","Confirmed Eruption","Summit and upper flanks","3","?","NULL","1796","NULL","1","NULL","0","NULL","Observations: Reported","NULL","1822","NULL","11","NULL","16","NULL"
"211020","Vesuvius","13352","Confirmed Eruption","Summit, upper east and west flanks","3","NULL","NULL","1835","NULL","1","NULL","0","NULL","Observations: Reported","NULL","1839","NULL","1","NULL","3","NULL"
"211020","Vesuvius","10042","Confirmed Eruption","NULL","5","NULL","NULL","-6940","100","0","NULL","0","NULL","Isotopic: 14C (calibrated)","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"252080","Witori","15022","Confirmed Eruption","NULL","4","P","?","1800","NULL","0","NULL","0","NULL","Correlation: Tephrochronology","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"252080","Witori","15024","Confirmed Eruption","Pago","3","NULL","NULL","1911","NULL","0","NULL","0","NULL","Observations: Reported","NULL","1918","NULL","5","?","0","NULL"
"263200","Dieng Volcanic Complex","15773","Confirmed Eruption","Butak Petarangan (Butak)","2","NULL","NULL","1786","NULL","0","NULL","0","NULL","Observations: Reported","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"263300","Semeru","15973","Confirmed Eruption","NULL","2","NULL","NULL","1848","NULL","8","NULL","4","NULL","Observations: Reported","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"263300","Semeru","16007","Confirmed Eruption","Jonggring Seloko","3","NULL","NULL","1967","NULL","8","NULL","31","NULL","Observations: Reported","NULL","2009","NULL","3","NULL","15","NULL"
"264030","Rinjani","16224","Confirmed Eruption","Gunung Barujari","3","?","NULL","1994","NULL","6","NULL","3","NULL","Observations: Reported","NULL","1994","NULL","11","NULL","21","NULL"
"264050","Sangeang Api","16243","Confirmed Eruption","NULL","2","NULL","NULL","1954","NULL","4","NULL","26","NULL","Observations: Reported","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"282060","Kikai","16996","Confirmed Eruption","Iwo-dake","1","NULL","NULL","1988","NULL","1","NULL","18","NULL","Observations: Reported","NULL","1988","NULL","1","NULL","18","NULL"
"282060","Kikai","22359","Confirmed Eruption","NULL","1","NULL","NULL","2020","NULL","4","NULL","29","NULL","Observations: Reported","NULL","2020","NULL","4","NULL","29","NULL"
"282060","Kikai","22374","Confirmed Eruption","NULL","1","NULL","NULL","2020","NULL","10","NULL","6","NULL","Observations: Reported","NULL","2020","NULL","10","NULL","6","NULL"
"283120","Kusatsu-Shiranesan","17830","Confirmed Eruption","Northern part of Yu-gama","2","NULL","NULL","1925","NULL","1","?","22","NULL","Observations: Reported","NULL","1925","NULL","1","NULL","30","NULL"
"283120","Kusatsu-Shiranesan","17832","Confirmed Eruption","NE part of Yu-gama, SE outer rim","3","NULL","NULL","1932","NULL","10","NULL","1","NULL","Observations: Reported","NULL","1932","NULL","11","NULL","0","NULL"
"283210","Kurikomayama","17996","Confirmed Eruption","NULL","1","NULL","NULL","1450","50","0","NULL","0","NULL","Correlation: Tephrochronology","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"300190","Krasheninnikov","19217","Confirmed Eruption","Southern cone summit, outer SW flank","NULL","NULL","?","-6550","NULL","0","NULL","0","NULL","Isotopic: 14C (uncalibrated)","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"283110","Asamayama","17701","Confirmed Eruption","NULL","2","NULL","NULL","1644","NULL","2","NULL","20","NULL","Observations: Reported","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"283110","Asamayama","17710","Confirmed Eruption","NULL","2","NULL","NULL","1655","NULL","11","NULL","25","NULL","Observations: Reported","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"283110","Asamayama","17735","Confirmed Eruption","NULL","2","NULL","NULL","1729","NULL","2","NULL","0","NULL","Observations: Reported","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"283110","Asamayama","17744","Confirmed Eruption","Volcano Uncertain","NULL","NULL","NULL","1769","NULL","8","NULL","6","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"283110","Asamayama","17769","Confirmed Eruption","NULL","2","NULL","NULL","1907","NULL","1","NULL","18","NULL","Observations: Reported","NULL","1907","NULL","3","NULL","28","NULL"
"283110","Asamayama","17774","Confirmed Eruption","NULL","2","NULL","NULL","1914","NULL","11","NULL","12","NULL","Observations: Reported","NULL","1914","NULL","12","NULL","16","NULL"
"283110","Asamayama","17799","Confirmed Eruption","NULL","3","NULL","NULL","1953","NULL","12","NULL","27","NULL","Observations: Reported","NULL","1955","NULL","8","NULL","2","NULL"
"283110","Asamayama","17808","Confirmed Eruption","NULL","2","NULL","NULL","1990","NULL","7","NULL","20","NULL","Observations: Reported","NULL","1990","NULL","7","NULL","20","NULL"
"283110","Asamayama","17574","Confirmed Eruption","NULL","2","NULL","NULL","1651","NULL","4","NULL","12","NULL","Observations: Reported","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"300030","Iliinsky","18914","Confirmed Eruption","NE flank","3","NULL","NULL","1901","NULL","0","NULL","0","NULL","Observations: Reported","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"300100","Avachinsky","19046","Confirmed Eruption","NULL","NULL","NULL","?","-6100","NULL","0","NULL","0","NULL","Correlation: Tephrochronology","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"300100","Avachinsky","19071","Confirmed Eruption","NULL","NULL","NULL","?","-1700","NULL","0","NULL","0","NULL","Correlation: Tephrochronology","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"300100","Avachinsky","19080","Confirmed Eruption","NULL","NULL","NULL","?","1400","NULL","0","NULL","0","NULL","Isotopic: 14C (uncalibrated)","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"312260","Fourpeaked","20250","Confirmed Eruption","Fissure trending N from summit","2","NULL","NULL","2006","NULL","9","NULL","17","NULL","Observations: Reported","NULL","2006","NULL","9","NULL","17","NULL"
"322110","Newberry","20607","Confirmed Eruption","South caldera wall","4","NULL","NULL","490","100","0","NULL","0","NULL","Isotopic: 14C (calibrated)","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"343100","San Miguel","10847","Confirmed Eruption","NULL","2","NULL","NULL","1882","NULL","12","NULL","5","4","Observations: Reported","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"343100","San Miguel","10856","Confirmed Eruption","NULL","2","NULL","NULL","1954","NULL","10","NULL","21","NULL","Observations: Reported","NULL","1954","NULL","10","NULL","21","NULL"
"357091","Callaqui","19914","Confirmed Eruption","NULL","2","NULL","NULL","1751","NULL","12","NULL","31","NULL","Observations: Reported","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"372020","Eyjafjallajokull","12562","Confirmed Eruption","NULL","2","NULL","NULL","1821","NULL","12","NULL","19","NULL","Observations: Reported","NULL","1823","NULL","1","NULL","1","NULL"
"211050","Vulcano","13464","Confirmed Eruption","Vulcanello","2","?","NULL","1200","75","0","NULL","0","NULL","Correlation: Magnetism","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"241030","Taranaki","14425","Confirmed Eruption","NULL","NULL","NULL","NULL","-5120","50","0","NULL","0","NULL","Isotopic: 14C (uncalibrated)","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"241030","Taranaki","14434","Confirmed Eruption","Southern Beehive","NULL","NULL","?","-1250","NULL","0","NULL","0","NULL","Correlation: Tephrochronology","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"241040","Whakaari/White Island","22147","Confirmed Eruption","2012 lava dome","1","NULL","NULL","2016","NULL","9","NULL","13","NULL","Observations: Reported","NULL","2016","NULL","9","NULL","14","NULL"
"241040","Whakaari/White Island","14468","Confirmed Eruption","NULL","2","NULL","NULL","1909","NULL","5","NULL","13","NULL","Observations: Reported","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"241040","Whakaari/White Island","14493","Confirmed Eruption","NW corner of 1978/90 crater complex","2","NULL","NULL","1998","NULL","8","NULL","22","NULL","Observations: Reported","NULL","1999","NULL","8","NULL","16","15"
"252140","Rabaul","15093","Confirmed Eruption","Tavurvur","2","NULL","NULL","1943","NULL","11","NULL","24","NULL","Observations: Reported","NULL","1943","NULL","12",">","23","NULL"
"252140","Rabaul","20811","Confirmed Eruption","Tavurvur","2","NULL","NULL","2013","NULL","1","NULL","19","NULL","Observations: Reported","NULL","2014","NULL","3","NULL","11","NULL"
"261220","Kaba","15536","Confirmed Eruption","NULL","2","NULL","NULL","1833","NULL","11","NULL","24","NULL","Observations: Reported","NULL","1833","NULL","11","NULL","25","NULL"
"266030","Soputan","16429","Confirmed Eruption","NULL","3","NULL","NULL","1984","NULL","5","NULL","24","NULL","Observations: Reported","NULL","1984","NULL","8","NULL","31","NULL"
"266030","Soputan","16438","Confirmed Eruption","NULL","3","NULL","NULL","2007","NULL","6","?","16","15","Observations: Reported","NULL","2007","NULL","11","?","9","NULL"
"266030","Soputan","13591","Confirmed Eruption","NE flank (Aeseput Weru)","2","NULL","NULL","1915","NULL","4","NULL","0","NULL","Observations: Reported","NULL","1915","NULL","6","NULL","0","NULL"
"266030","Soputan","13596","Confirmed Eruption","Kawah Soputan","3","NULL","NULL","1966","NULL","5","NULL","21","NULL","Observations: Reported","NULL","1967","NULL","11","NULL","16","15"
"266030","Soputan","20820","Confirmed Eruption","Summit crater and flank","3","NULL","NULL","2011","NULL","7","NULL","3","NULL","Observations: Reported","NULL","2011","NULL","8","NULL","15","NULL"
