"Volcano Number","Volcano Name","Eruption Number","Eruption Category","Area of Activity","VEI","VEI Modifier","Start Year Modifier","Start Year","Start Year Uncertainty","Start Month","Start Day Modifier","Start Day","Start Day Uncertainty","Evidence Method (dating)","End Year Modifier","End Year","End Year Uncertainty","End Month","End Day Modifier","End Day","End Day Uncertainty"
"263320","Lamongan","13674","Confirmed Eruption","NULL","2","NULL","NULL","1808","NULL","12","NULL","8","NULL","Observations: Reported","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"263320","Lamongan","16078","Confirmed Eruption","NULL","2","NULL","NULL","1856","NULL","3","NULL","1","NULL","Observations: Reported","NULL","1856","NULL","6","NULL","14","NULL"
"263320","Lamongan","16096","Confirmed Eruption","NULL","2","NULL","NULL","1890","NULL","3","NULL","23","8","Observations: Reported","NULL","1890","NULL","5","NULL","0","NULL"
"264180","Lewotobi","16282","Confirmed Eruption","Lewotobi Lakilaki","2","NULL","NULL","1865","NULL","5","NULL","4","NULL","Observations: Reported","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"264180","Lewotobi","16296","Confirmed Eruption","Lewotobi Lakilaki","2","NULL","NULL","1971","NULL","1","NULL","16","15","Observations: Reported","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"273010","Bulusan","16764","Confirmed Eruption","NULL","2","NULL","NULL","1978","NULL","7","NULL","29","NULL","Observations: Reported","NULL","1978","NULL","8","NULL","14","NULL"
"273010","Bulusan","16771","Confirmed Eruption","NULL","2","NULL","NULL","2006","NULL","10","NULL","10","NULL","Observations: Reported","NULL","2007","NULL","10","NULL","4","NULL"
"281031","Kueishantao","16907","Confirmed Eruption","NULL","2","?","NULL","1853","NULL","10","NULL","29","NULL","Observations: Reported","NULL","1853","NULL","11","?","0","NULL"
"282043","Kuchinoshima","16950","Confirmed Eruption","NULL","NULL","NULL","NULL","750","50","0","NULL","0","NULL","Isotopic: 14C (calibrated)","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"283220","Chokaisan","18018","Confirmed Eruption","NULL","2","NULL","NULL","871","NULL","5","NULL","5","NULL","Observations: Reported","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"290320","Nemo Peak","17632","Confirmed Eruption","NULL","2","NULL","NULL","1710","10","0","NULL","0","NULL","Observations: Reported","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"300270","Sheveluch","19504","Confirmed Eruption","NULL","4","NULL","?","-7950","NULL","0","NULL","0","NULL","Correlation: Tephrochronology","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"300270","Sheveluch","19515","Confirmed Eruption","NULL","3","NULL","?","-7000","NULL","0","NULL","0","NULL","Correlation: Tephrochronology","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"300270","Sheveluch","19529","Confirmed Eruption","NULL","3","NULL","?","-4530","NULL","0","NULL","0","NULL","Isotopic: 14C (calibrated)","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"300270","Sheveluch","19554","Confirmed Eruption","NULL","5","NULL","?","600","NULL","0","NULL","0","NULL","Isotopic: 14C (calibrated)","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"300270","Sheveluch","19572","Confirmed Eruption","NULL","5","NULL","NULL","1854","NULL","2","NULL","18","NULL","Observations: Reported","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"300270","Sheveluch","19579","Confirmed Eruption","Molodoy Sheveluch summit domes","4","+","NULL","1964","NULL","11","NULL","12","NULL","Observations: Reported","NULL","1964","NULL","11","NULL","12","NULL"
"300270","Sheveluch","17657","Confirmed Eruption","NULL","3","NULL","?","-2150","NULL","0","NULL","0","NULL","Correlation: Tephrochronology","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"311020","Kiska","19665","Confirmed Eruption","NULL","2","?","NULL","1969","NULL","9","NULL","11","NULL","Observations: Reported","NULL","1969","NULL","9","NULL","16","NULL"
"311340","Westdahl","20040","Confirmed Eruption","Pogromni or (more likely) Westdahl","0","NULL","NULL","1796","NULL","0","NULL","0","NULL","Observations: Reported","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"313030","Redoubt","20290","Confirmed Eruption","NULL","NULL","NULL","NULL","-9310","300","0","NULL","0","NULL","Sidereal: Varve Count","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"313030","Redoubt","20308","Confirmed Eruption","NULL","NULL","NULL","NULL","-4810","150","0","NULL","0","NULL","Sidereal: Varve Count","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"313030","Redoubt","20315","Confirmed Eruption","NULL","NULL","NULL","NULL","-3650","150","0","NULL","0","NULL","Sidereal: Varve Count","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"313030","Redoubt","20333","Confirmed Eruption","NULL","NULL","NULL","NULL","-670","100","0","NULL","0","NULL","Sidereal: Varve Count","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"313030","Redoubt","20358","Confirmed Eruption","NULL","NULL","NULL","NULL","-270","75","0","NULL","0","NULL","Sidereal: Varve Count","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"332010","Kilauea","19877","Confirmed Eruption","East (near Kaipu) and SW rift zones","1","?","NULL","680","75","0","NULL","0","NULL","Isotopic: 14C (uncalibrated)","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"332010","Kilauea","19878","Confirmed Eruption","NULL","0","NULL","NULL","850","150","0","NULL","0","NULL","Isotopic: 14C (calibrated)","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"332010","Kilauea","10068","Confirmed Eruption","Halemaumau","0","NULL","NULL","1896","NULL","1","NULL","3","NULL","Observations: Reported","NULL","1896","NULL","1","NULL","28","NULL"
"332010","Kilauea","10117","Confirmed Eruption","Kilauea Caldera (NE of Halemaumau)","0","NULL","NULL","1982","NULL","4","NULL","30","NULL","Observations: Reported","NULL","1982","NULL","5","NULL","1","NULL"
"332010","Kilauea","10118","Confirmed Eruption","Kilauea Caldera (SSE of Halemaumau)","0","NULL","NULL","1982","NULL","9","NULL","25","NULL","Observations: Reported","NULL","1982","NULL","9","NULL","26","NULL"
"341003","San Luis, Isla","22585","Confirmed Eruption","NULL","NULL","NULL","NULL","-2647","128","NULL","NULL","NULL","NULL","Isotopic: 14C (uncalibrated)","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"341130","Tacana","10617","Confirmed Eruption","NULL","NULL","NULL","NULL","1030","40","0","NULL","0","NULL","Isotopic: 14C (uncalibrated)","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"342080","Acatenango","10653","Confirmed Eruption","North slope of Pico Central","3","NULL","NULL","1924","NULL","12","NULL","18","NULL","Observations: Reported","NULL","1925","NULL","6","NULL","7","NULL"
"342080","Acatenango","10654","Confirmed Eruption","Pico Central","2","NULL","NULL","1926","NULL","8","NULL","0","NULL","Observations: Reported","NULL","1927","NULL","5","NULL","19","NULL"
"345040","Poas","11153","Confirmed Eruption","NULL","1","NULL","NULL","1898","NULL","12","NULL","29","NULL","Observations: Reported","NULL","1907","NULL","12","NULL","31","365"
"345040","Poas","11154","Confirmed Eruption","NULL","2","NULL","NULL","1910","NULL","1","NULL","25","NULL","Observations: Reported","NULL","1910","NULL","2","NULL","0","NULL"
"352020","Guagua Pichincha","11489","Confirmed Eruption","NULL","2","NULL","NULL","1869","NULL","7","NULL","22","NULL","Observations: Reported","NULL","1869","NULL","8","NULL","24","NULL"
"352071","Chimborazo","11603","Confirmed Eruption","NULL","NULL","NULL","NULL","-7500","2500","0","NULL","0","NULL","Correlation: Tephrochronology","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"352071","Chimborazo","11604","Confirmed Eruption","NULL","NULL","NULL","NULL","-5410","75","0","NULL","0","NULL","Isotopic: 14C (calibrated)","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"353050","Negra, Sierra","11703","Confirmed Eruption","Volcano Uncertain: Isabela Island","NULL","NULL","NULL","1817","NULL","0","NULL","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"353050","Negra, Sierra","11704","Confirmed Eruption","Volcano Uncertain: Isabela Island","0","NULL","NULL","1844","NULL","0","NULL","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"360100","Trois Pitons, Morne","12375","Confirmed Eruption","Micotrin?","NULL","NULL","NULL","790","50","0","NULL","0","NULL","Isotopic: 14C (uncalibrated)","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"373010","Grimsvotn","12825","Confirmed Eruption","Volcano Uncertain","2","?","NULL","1919","NULL","0","NULL","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"373010","Grimsvotn","12826","Confirmed Eruption","NULL","2","NULL","NULL","1922","NULL","9","NULL","29","NULL","Observations: Reported","NULL","1922","NULL","10","NULL","23","NULL"
"373010","Grimsvotn","12840","Confirmed Eruption","Gjálp (fissure N of caldera rim)","3","?","NULL","1996","NULL","9","NULL","30","NULL","Observations: Reported","NULL","1996","NULL","11","NULL","6","NULL"
"373010","Grimsvotn","12775","Confirmed Eruption","NULL","NULL","NULL","?","1369","NULL","0","NULL","0","NULL","Sidereal: Ice Core","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"373010","Grimsvotn","12776","Confirmed Eruption","NULL","NULL","NULL","NULL","1370","10","0","NULL","0","NULL","Sidereal: Ice Core","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"373010","Grimsvotn","12790","Confirmed Eruption","Volcano Uncertain: Vatnajökull; possibly Grímsvötn","2","NULL","NULL","1603","NULL","10","NULL","31","NULL","NULL","NULL","1603","NULL","11","NULL","0","NULL"
"383030","Tenerife","13075","Confirmed Eruption","Teide NE flank (upper Montaña Abejera)","NULL","NULL","NULL","-3960","300","0","NULL","0","NULL","Isotopic: 14C (calibrated)","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"383030","Tenerife","13076","Confirmed Eruption","NW rift zone (Montaña del Estrucho)","NULL","NULL","?","-3750","NULL","0","NULL","0","NULL","Correlation: Tephrochronology","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"222030","Barrier, The","13961","Confirmed Eruption","North (Abili Agituk) and south flanks","NULL","NULL","NULL","-7710","200","0","NULL","0","NULL","Correlation: Tephrochronology","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"222030","Barrier, The","13962","Confirmed Eruption","North flank","0","NULL","NULL","1030","150","0","NULL","0","NULL","Correlation: Magnetism","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"233020","Fournaise, Piton de la","14211","Confirmed Eruption","NULL","NULL","NULL","NULL","-1785","90","NULL","NULL","NULL","NULL","Isotopic: 14C (uncalibrated)","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"233020","Fournaise, Piton de la","14212","Confirmed Eruption","Upper NW flank (Cratère Commerson)","0","NULL","?","120","NULL","0","NULL","0","NULL","Isotopic: 14C (calibrated)","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"233020","Fournaise, Piton de la","22650","Confirmed Eruption","NULL","NULL","NULL","NULL","2026","NULL","2","NULL","13","NULL","Observations: Reported","NULL","2026","NULL","3","NULL","31","NULL"
"300160","Taunshits","17644","Confirmed Eruption","NULL","NULL","NULL","?","-550","NULL","0","NULL","0","NULL","Isotopic: 14C (uncalibrated)","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"305040","Jingpohu","19639","Confirmed Eruption","NULL","NULL","NULL","NULL","-520","100","0","NULL","0","NULL","Isotopic: 14C (uncalibrated)","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"311060","Semisopochnoi","19673","Confirmed Eruption","Sugarloaf ?","2","?","NULL","1987","NULL","4","NULL","13","NULL","Observations: Reported","NULL","1987","NULL","4","NULL","18","5"
"311140","Koniuji","19746","Confirmed Eruption","NULL","NULL","NULL","NULL","-3850","3100","0","NULL","0","NULL","Isotopic: Ar/Ar","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"311380","Roundtop","20107","Confirmed Eruption","NULL","5","?","NULL","-7600","500","0","NULL","0","NULL","Correlation: Tephrochronology","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"312030","Pavlof","20116","Confirmed Eruption","NULL","2","NULL","NULL","1845","NULL","8","NULL","12","NULL","Observations: Reported","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"312030","Pavlof","20975","Confirmed Eruption","Vent just N of summit and N flank","3","NULL","NULL","2014","NULL","11","NULL","12","NULL","Observations: Reported","NULL","2014","NULL","11","NULL","15","NULL"
"312030","Pavlof","20141","Confirmed Eruption","NULL","2","NULL","NULL","1975","NULL","9","NULL","13","NULL","Observations: Reported","NULL","1977","NULL","3",">","16","15"
"312030","Pavlof","20150","Confirmed Eruption","NULL","2","?","NULL","1990","NULL","3","NULL","5","NULL","Observations: Reported","NULL","1990","NULL","3","NULL","5","NULL"
"323200","Salton Buttes","20682","Confirmed Eruption","Obsidian Butte","NULL","NULL","NULL","10","100","0","NULL","0","NULL","Correlation: Magnetism","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"344100","Masaya","11015","Confirmed Eruption","Between Masaya and Nindirí Craters","2","NULL","NULL","1852","NULL","6","NULL","0","NULL","Observations: Reported","NULL","1852","NULL","7","NULL","0","NULL"
"344100","Masaya","11024","Confirmed Eruption","Santiago","1","NULL","NULL","1918","NULL","1","NULL","0","NULL","Observations: Reported","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"351020","Ruiz, Nevado del","11283","Confirmed Eruption","NULL","2","NULL","NULL","1828","NULL","6","NULL","0","NULL","Observations: Reported","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"354006","Sabancaya","11751","Confirmed Eruption","NULL","2","NULL","NULL","2000","NULL","4","?","16","15","Observations: Reported","NULL","2000","NULL","10",">","29","NULL"
"357060","Azul, Cerro","11960","Confirmed Eruption","Quizapu","2","?","NULL","1967","NULL","8","NULL","9","NULL","Observations: Reported","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"373030","Bardarbunga","12853","Confirmed Eruption","Veidivötn (Tjorvahraun)","2","?","NULL","150","100","0","NULL","0","NULL","Correlation: Tephrochronology","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"373030","Bardarbunga","12862","Confirmed Eruption","NULL","NULL","NULL","NULL","1290","10","0","NULL","0","NULL","Sidereal: Ice Core","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"390130","Zavodovski","13228","Confirmed Eruption","NULL","2","NULL","NULL","1819","NULL","12","NULL","0","NULL","Observations: Reported","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"211060","Etna","13657","Confirmed Eruption","Summit, south flank (M. Piniteddu)","3","NULL","NULL","1408","NULL","11","NULL","8","NULL","Observations: Reported","NULL","1408","NULL","11","?","25","NULL"
"211060","Etna","13666","Confirmed Eruption","Summit, south flank (1800-1500 m)","2","NULL","NULL","1537","NULL","3","?","0","NULL","Observations: Reported","NULL","1537","NULL","7","NULL","0","NULL"
"211060","Etna","13691","Confirmed Eruption","West (2600-1770 m), east (1875-1815 m)","1","NULL","NULL","1651","NULL","1","NULL","17","NULL","Observations: Reported","NULL","1653","NULL","7","?","0","NULL"
"211060","Etna","13696","Confirmed Eruption","East flank (Valle del Bove, 2300 m?)","1","NULL","NULL","1689","NULL","3","NULL","14","NULL","Observations: Reported","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"211060","Etna","13721","Confirmed Eruption","Summit, S & SSW flanks (2360-1850 m)","2","NULL","NULL","1780","NULL","4","?","20","NULL","Observations: Reported","NULL","1780","NULL","7","?","0","NULL"
"211060","Etna","13725","Confirmed Eruption","Central Crater, west slope","2","NULL","NULL","1792","NULL","3","NULL","0","NULL","Observations: Reported","NULL","1793","NULL","5","NULL","26","5"
"211060","Etna","13487","Confirmed Eruption","NULL","NULL","NULL","NULL","-3510","150","0","NULL","0","NULL","Isotopic: 14C (uncalibrated)","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"211060","Etna","13491","Confirmed Eruption","NULL","NULL","NULL","NULL","-1980","50","0","NULL","0","NULL","Isotopic: 14C (uncalibrated)","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"211060","Etna","13730","Confirmed Eruption","Central Crater","2","NULL","NULL","1803","NULL","1","NULL","1","NULL","Observations: Reported","?","1819","NULL","0","NULL","0","NULL"
"211060","Etna","13755","Confirmed Eruption","Central Crater","1","NULL","NULL","1884","NULL","0","NULL","0","NULL","Observations: Reported","NULL","1886","NULL","6","NULL","7","NULL"
"211060","Etna","13764","Confirmed Eruption","Central Crater","3","NULL","NULL","1899","NULL","7","NULL","19","NULL","Observations: Reported","NULL","1899","NULL","8","NULL","5","NULL"
"211060","Etna","13789","Confirmed Eruption","NE Crater, Central Crater","2","NULL","NULL","1955","NULL","4","NULL","5","NULL","Observations: Reported","NULL","1956","NULL","4","NULL","7","NULL"
"211060","Etna","13717","Confirmed Eruption","South flank (2100-1950 m, M. Calcarazzi)","2","NULL","NULL","1766","NULL","4","NULL","27","NULL","Observations: Reported","NULL","1766","NULL","11","NULL","6","NULL"
"211060","Etna","13500","Confirmed Eruption","South flank (Monte Arso)","NULL","NULL","NULL","-425","NULL","3","NULL","15","15","Observations: Reported","?","-424","NULL","0","NULL","0","NULL"
"211060","Etna","13517","Confirmed Eruption","NE Crater","1","NULL","NULL","1934","NULL","1","NULL","5","NULL","Observations: Reported","NULL","1934","NULL","3","NULL","0","NULL"
"211060","Etna","22494","Confirmed Eruption","Southeast Crater","2","NULL","NULL","2022","NULL","11","NULL","27","NULL","Observations: Reported","NULL","2026","NULL","1","NULL","12","NULL"
"211060","Etna","13734","Confirmed Eruption","Valle del Bove 2850-2375 m, Central Crater","2","?","NULL","1819","NULL","5","NULL","27","NULL","Observations: Reported","NULL","1819","NULL","8","NULL","5","NULL"
"211060","Etna","13768","Confirmed Eruption","Central Crater","1","NULL","NULL","1910","NULL","2","NULL","21","NULL","Observations: Reported","NULL","1910","NULL","4","NULL","18","NULL"
"211060","Etna","13853","Confirmed Eruption","SEC (South-East Crater)","1","NULL","NULL","2010","NULL","4","NULL","8","NULL","Observations: Reported","NULL","2010","NULL","4","NULL","8","NULL"
"252010","Langila","20788","Confirmed Eruption","Summit craters","1","NULL","NULL","2012","NULL","12","NULL","1","NULL","Observations: Reported","NULL","2012","NULL","12","NULL","5","NULL"
"252010","Langila","14989","Confirmed Eruption","Crater 2","2","NULL","NULL","1958","NULL","4","NULL","21","NULL","Observations: Reported","NULL","1958","NULL","6","NULL","4","4"
"267040","Awu","16559","Confirmed Eruption","NULL","2","NULL","NULL","1883","NULL","8","NULL","25","NULL","Observations: Reported","NULL","1883","NULL","8","NULL","26","NULL"
"273070","Taal","16827","Confirmed Eruption","NULL","3","NULL","NULL","1572","NULL","0","NULL","0","NULL","Observations: Reported","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"273070","Taal","16844","Confirmed Eruption","NULL","2","NULL","NULL","1825","NULL","0","NULL","0","NULL","Observations: Reported","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"283050","Hakusan","17461","Confirmed Eruption","NULL","NULL","NULL","?","-5000","NULL","0","NULL","0","NULL","Isotopic: 14C (uncalibrated)","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"283050","Hakusan","17478","Confirmed Eruption","SW of Midoriga-ike","3","NULL","NULL","1554","NULL","5","NULL","0","NULL","Observations: Reported","NULL","1556","NULL","0","NULL","0","NULL"
"283150","Nasudake","17882","Confirmed Eruption","Chausu-dake (west and NW side of summit)","1","?","NULL","1881","NULL","7","NULL","1","NULL","Observations: Reported","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"284020","Niijima","18248","Confirmed Eruption","Achi-yama","2","NULL","?","856","NULL","0","NULL","0","NULL","Observations: Reported","?","857","NULL","0","NULL","0","NULL"
"284090","Izu-Torishima","18367","Confirmed Eruption","NULL","0","NULL","NULL","1871","NULL","4","NULL","0","NULL","Observations: Reported","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"285060","Taisetsuzan","18665","Confirmed Eruption","Asahi-dake","NULL","NULL","NULL","-2800","100","0","NULL","0","NULL","Isotopic: 14C (calibrated)","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"285070","Akan","18682","Confirmed Eruption","Me-Akan (Ponmachineshiri)","NULL","NULL","NULL","1250","300","0","NULL","0","NULL","Correlation: Tephrochronology","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"285070","Akan","18699","Confirmed Eruption","Me-Akan (Nakamachineshiri)","1","NULL","NULL","1966","NULL","6","NULL","15","5","Observations: Reported","NULL","1966","NULL","6","NULL","15","5"
"290220","Rasshua","18801","Confirmed Eruption","Eastern cone ?","3","NULL","NULL","1846","NULL","0","NULL","0","NULL","Observations: Reported","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"290390","Alaid","18882","Confirmed Eruption","NULL","3","NULL","NULL","1860","NULL","7","NULL","7","NULL","Observations: Reported","NULL","1860","NULL","7","NULL","9","NULL"
"300060","Mutnovsky","13951","Confirmed Eruption","NULL","2","NULL","?","-2050","NULL","0","NULL","0","NULL","Correlation: Tephrochronology","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"300060","Mutnovsky","13985","Confirmed Eruption","NULL","2","NULL","NULL","1939","NULL","5","NULL","0","NULL","Observations: Reported","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"300060","Mutnovsky","18967","Confirmed Eruption","NULL","2","NULL","NULL","1927","NULL","1","NULL","0","NULL","Observations: Reported","NULL","1927","NULL","2","NULL","0","NULL"
"300060","Mutnovsky","18933","Confirmed Eruption","NULL","2","NULL","?","-100","NULL","0","NULL","0","NULL","Correlation: Tephrochronology","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"300060","Mutnovsky","18950","Confirmed Eruption","NULL","2","NULL","?","-5000","NULL","0","NULL","0","NULL","Correlation: Tephrochronology","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"300120","Zhupanovsky","19133","Confirmed Eruption","NULL","2","NULL","NULL","1925","NULL","0","NULL","0","NULL","Observations: Reported","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"300120","Zhupanovsky","20907","Confirmed Eruption","Summit crater","2","NULL","NULL","2013","NULL","10","NULL","23","NULL","Observations: Reported","NULL","2013","NULL","10","NULL","26","NULL"
"300240","Tolbachik","19269","Confirmed Eruption","SW flank and NE flank","NULL","NULL","?","-5450","NULL","0","NULL","0","NULL","Correlation: Tephrochronology","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"300240","Tolbachik","19286","Confirmed Eruption","SW flank (Peschanie Gorky)","4","NULL","?","900","NULL","0","NULL","0","NULL","Correlation: Tephrochronology","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"290200","Ketoi","18793","Confirmed Eruption","Pallas Peak","2","NULL","NULL","1843","NULL","7","NULL","0","NULL","Observations: Reported","NULL","1846","NULL","0","NULL","0","NULL"
"290260","Chirinkotan","18826","Confirmed Eruption","NULL","NULL","NULL","NULL","1900","10","0","NULL","0","NULL","Observations: Reported","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"300260","Klyuchevskoy","19358","Confirmed Eruption","NULL","2","NULL","NULL","1913","NULL","1","NULL","0","NULL","Observations: Reported","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"300260","Klyuchevskoy","14028","Confirmed Eruption","NULL","2","NULL","NULL","1931","NULL","8","NULL","0","NULL","Observations: Reported","NULL","1931","NULL","9","NULL","0","NULL"
"300260","Klyuchevskoy","14010","Confirmed Eruption","NULL","2","NULL","NULL","1923","NULL","8","NULL","0","NULL","Observations: Reported","NULL","1923","NULL","9","NULL","0","NULL"
"300260","Klyuchevskoy","19393","Confirmed Eruption","NULL","NULL","NULL","?","-3950","NULL","0","NULL","0","NULL","Isotopic: 14C (uncalibrated)","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"300260","Klyuchevskoy","19426","Confirmed Eruption","NULL","2","NULL","NULL","1882","NULL","9","NULL","0","NULL","Observations: Reported","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"300260","Klyuchevskoy","19443","Confirmed Eruption","Summit, NE flank (Bylinkina, 950 m)","2","NULL","NULL","1951","NULL","11","NULL","19","NULL","Observations: Reported","NULL","1951","NULL","11","NULL","30","NULL"
"300260","Klyuchevskoy","19444","Confirmed Eruption","Summit, NE flank (Belyankin Crater)","2","NULL","NULL","1953","NULL","6","NULL","7","NULL","Observations: Reported","NULL","1953","NULL","6","NULL","25","NULL"
"300260","Klyuchevskoy","19461","Confirmed Eruption","NULL","1","NULL","NULL","1981","NULL","1","NULL","25","NULL","Observations: Reported","NULL","1981","NULL","8","?","4","NULL"
"311210","Yunaska","19793","Confirmed Eruption","NULL","2","NULL","NULL","1830","NULL","0","NULL","0","NULL","Observations: Reported","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"321060","West Crater","20562","Confirmed Eruption","West Crater, Hackamore Creek cone","2","?","?","-6110","NULL","0","NULL","0","NULL","Isotopic: 14C (uncalibrated)","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"322100","Davis Lake","20597","Confirmed Eruption","S flank of Hamner Butte (Black Rock)","NULL","NULL","?","-2790","NULL","0","NULL","0","NULL","Isotopic: 14C (uncalibrated)","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"332030","Mauna Kea","10233","Confirmed Eruption","NE flank (Puu Lehu, 3130 m)","NULL","NULL","NULL","-2460","100","0","NULL","0","NULL","Isotopic: 14C (uncalibrated)","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"341070","Toluca, Nevado de","10487","Confirmed Eruption","NULL","NULL","NULL","?","-1350","NULL","0","NULL","0","NULL","Isotopic: 14C (uncalibrated)","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"344040","Telica","10901","Confirmed Eruption","NULL","2","?","NULL","1613","NULL","0","NULL","0","NULL","Observations: Reported","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"344040","Telica","10938","Confirmed Eruption","NULL","1","NULL","NULL","2004","NULL","11","NULL","5","NULL","Observations: Reported","NULL","2005","NULL","1","NULL","29","NULL"
"390030","Deception Island","13177","Confirmed Eruption","NULL","NULL","NULL","?","600","NULL","0","NULL","0","NULL","Isotopic: 14C (uncalibrated)","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"214010","Elbrus","13542","Confirmed Eruption","NULL","NULL","NULL","NULL","50","50","0","NULL","0","NULL","Correlation: Tephrochronology","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"234070","Marion Island","14414","Confirmed Eruption","South side of island","1","NULL","NULL","2004","NULL","6","NULL","24","NULL","Observations: Reported","NULL","2004","NULL","6","?","24","NULL"
"245010","Taveuni","14831","Confirmed Eruption","NULL","2","NULL","?","-600","NULL","0","NULL","0","NULL","Correlation: Tephrochronology","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"245010","Taveuni","14832","Confirmed Eruption","NULL","2","NULL","NULL","-400","20","0","NULL","0","NULL","Isotopic: 14C (calibrated)","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"245010","Taveuni","14845","Confirmed Eruption","NULL","2","NULL","?","880","NULL","0","NULL","0","NULL","Correlation: Tephrochronology","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"245010","Taveuni","14849","Confirmed Eruption","Central Taveuni (Tutu area)","0","NULL","NULL","1420","20","0","NULL","0","NULL","Isotopic: 14C (calibrated)","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"257020","Gaua","15231","Confirmed Eruption","Mt. Garat","2","NULL","NULL","2009","NULL","9","NULL","27","NULL","Observations: Reported","NULL","2010","NULL","6","NULL","19","NULL"
